STATION                          : Easter Island (Rapa Nui), Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program (https://woudc.org/)
Data Compilation                 : 05 April, 2021, by CR2 Center for Climate and Resilience Research. Linearly interpolated data every 100 m
Latitude (deg)                   : -27.17
Longitude (deg)                  : -109.42
Elevation (m)                    : 49.0
Launch Date (YYYYMMDD)           : 20130607
Launch Time (UTC)                : 23:35
Sonde Instrument, SN             : SPC 6A
Radiosonde, SN                   : 
Solution                         : 
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Variables measured by sonde      : Geopotential Height, Pressure, Ozone Partial Pressure, Temperature, Relative Humidity, Wind Speed, Wind Direction
Variables calculated from data   : Mixing Ratio Ozone by volume, Column Ozone, Zonal and Meridional Winds, Potential Temperature, Equivalent Potential Temperature, Water Vapor Mixing Ratio by mass

Alt	Press	Temp	RH	O3	O3	O3	uwnd	vwnd	Speed	Direction	Theta	Theta_e	MixRatio_H2O
km	hPa	K	%	mPa	ppbv	DU	m/s	m/s	m/s	°	K	K	g/kg
0.0	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.00000
0.1	1009.220	293.450	83.000	2.040	20.214	0.110	9000.000	9000.000	9000.000	9000.000	292.684	324.381	12.77646
0.2	997.627	292.950	84.000	2.200	22.052	0.307	9000.000	9000.000	9000.000	9000.000	293.148	324.684	12.66853
0.3	986.136	292.186	83.818	2.300	23.323	0.517	9000.000	9000.000	9000.000	9000.000	293.351	323.758	12.17395
0.4	974.700	291.250	86.000	2.300	23.597	0.725	9000.000	9000.000	9000.000	9000.000	293.384	323.191	11.89290
0.5	963.409	290.559	82.909	2.300	23.874	0.935	9000.000	9000.000	9000.000	9000.000	293.661	321.551	11.08977
0.6	952.211	289.650	87.111	2.300	24.154	1.149	9000.000	9000.000	9000.000	9000.000	293.718	321.749	11.10757
0.7	941.157	289.107	82.429	2.300	24.438	1.357	9000.000	9000.000	9000.000	9000.000	294.145	320.131	10.26179
0.8	930.110	288.260	85.900	2.300	24.728	1.574	9000.000	9000.000	9000.000	9000.000	294.271	320.273	10.23234
0.9	919.160	287.410	85.600	2.300	25.023	1.790	9000.000	9000.000	9000.000	9000.000	294.394	319.264	9.75220
1.0	908.350	287.000	88.000	2.300	25.321	2.002	9000.000	9000.000	9000.000	9000.000	294.967	320.230	9.87242
1.1	897.700	286.550	88.000	2.200	24.507	2.216	9000.000	9000.000	9000.000	9000.000	295.495	320.390	9.69451
1.2	887.025	285.950	88.125	2.200	24.802	2.424	9000.000	9000.000	9000.000	9000.000	295.883	320.206	9.43822
1.3	876.600	285.568	87.818	2.200	25.097	2.630	9000.000	9000.000	9000.000	9000.000	296.485	320.476	9.27685
1.4	866.189	284.950	85.111	2.200	25.399	2.837	9000.000	9000.000	9000.000	9000.000	296.851	319.504	8.72772
1.5	856.000	284.650	85.000	2.100	24.533	3.041	9000.000	9000.000	9000.000	9000.000	297.540	320.054	8.64384
1.6	845.700	284.141	84.000	2.100	24.832	3.244	9000.000	9000.000	9000.000	9000.000	298.034	319.870	8.35323
1.7	835.700	283.450	84.364	2.100	25.129	3.441	9000.000	9000.000	9000.000	9000.000	298.318	319.568	8.09970
1.8	825.700	283.327	85.538	2.000	24.222	3.640	9000.000	9000.000	9000.000	9000.000	299.213	320.917	8.24384
1.9	815.856	283.194	82.556	2.000	24.514	3.822	9000.000	9000.000	9000.000	9000.000	300.096	321.184	7.98068
2.0	806.100	282.967	76.167	2.000	24.811	4.016	9000.000	9000.000	9000.000	9000.000	300.884	320.347	7.33806
2.1	796.500	282.250	77.000	2.000	25.110	4.205	9000.000	9000.000	9000.000	9000.000	301.148	320.174	7.14729
2.2	786.900	281.400	81.500	1.950	24.780	4.389	9000.000	9000.000	9000.000	9000.000	301.280	320.571	7.22083
