STATION                          : Easter Island (Rapa Nui), Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program (https://woudc.org/)
Data Compilation                 : 05 April, 2021, by CR2 Center for Climate and Resilience Research. Linearly interpolated data every 100 m
Latitude (deg)                   : -27.17
Longitude (deg)                  : -109.42
Elevation (m)                    : 49.0
Launch Date (YYYYMMDD)           : 20150828
Launch Time (UTC)                : 23:44
Sonde Instrument, SN             : SPC 6A
Radiosonde, SN                   : 
Solution                         : 
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Variables measured by sonde      : Geopotential Height, Pressure, Ozone Partial Pressure, Temperature, Relative Humidity, Wind Speed, Wind Direction
Variables calculated from data   : Mixing Ratio Ozone by volume, Column Ozone, Zonal and Meridional Winds, Potential Temperature, Equivalent Potential Temperature, Water Vapor Mixing Ratio by mass

Alt	Press	Temp	RH	O3	O3	O3	uwnd	vwnd	Speed	Direction	Theta	Theta_e	MixRatio_H2O
km	hPa	K	%	mPa	ppbv	DU	m/s	m/s	m/s	°	K	K	g/kg
0.0	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.00000
0.1	1005.773	289.686	48.636	3.600	35.793	0.201	9000.000	9000.000	9000.000	9000.000	289.212	303.811	5.87891
0.2	993.980	288.650	51.000	3.000	30.182	0.492	9000.000	9000.000	9000.000	9000.000	289.147	303.667	5.82652
0.3	982.350	287.775	53.000	2.825	28.757	0.768	9000.000	9000.000	9000.000	9000.000	289.238	303.699	5.78201
0.4	970.725	286.775	55.000	3.000	30.905	1.036	9000.000	9000.000	9000.000	9000.000	289.212	303.471	5.68087
0.5	959.300	285.790	56.000	3.100	32.315	1.330	9000.000	9000.000	9000.000	9000.000	289.193	302.994	5.47921
0.6	947.825	284.862	59.000	3.200	33.762	1.636	9000.000	9000.000	9000.000	9000.000	289.244	303.119	5.48857
0.7	936.556	283.850	62.000	3.200	34.168	1.936	9000.000	9000.000	9000.000	9000.000	289.199	303.026	5.44960
0.8	925.440	282.890	67.000	3.200	34.578	2.231	9000.000	9000.000	9000.000	9000.000	289.203	303.416	5.58184
0.9	914.314	281.950	69.000	3.186	34.843	2.535	9000.000	9000.000	9000.000	9000.000	289.237	303.177	5.45467
1.0	903.237	280.850	74.000	3.100	34.321	2.838	9000.000	9000.000	9000.000	9000.000	289.110	303.187	5.48793
1.1	892.386	279.893	80.000	3.100	34.738	3.137	9000.000	9000.000	9000.000	9000.000	289.119	303.581	5.61804
1.2	881.600	278.936	86.000	3.100	35.163	3.430	9000.000	9000.000	9000.000	9000.000	289.130	303.900	5.71685
1.3	870.900	278.188	81.250	3.000	34.447	3.726	9000.000	9000.000	9000.000	9000.000	289.359	302.812	5.18670
1.4	860.300	277.205	86.455	3.000	34.872	4.027	9000.000	9000.000	9000.000	9000.000	289.344	302.910	5.21113
1.5	849.800	276.450	82.625	3.000	35.302	4.310	9000.000	9000.000	9000.000	9000.000	289.568	302.055	4.77801
1.6	839.300	275.800	85.000	3.000	35.744	4.619	9000.000	9000.000	9000.000	9000.000	289.912	302.375	4.75068
1.7	829.000	274.859	88.000	2.900	34.982	4.895	9000.000	9000.000	9000.000	9000.000	289.941	302.195	4.65325
1.8	818.730	274.050	87.800	2.900	35.421	5.183	9000.000	9000.000	9000.000	9000.000	290.115	301.837	4.43331
1.9	808.700	273.659	76.455	2.900	35.860	5.469	9000.000	9000.000	9000.000	9000.000	290.721	300.809	3.79891
2.0	798.700	272.750	77.889	2.900	36.309	5.748	9000.000	9000.000	9000.000	9000.000	290.784	300.560	3.66684
2.1	788.700	271.787	83.625	2.900	36.769	6.032	9000.000	9000.000	9000.000	9000.000	290.799	300.740	3.71428
2.2	778.900	271.228	78.222	2.800	35.948	6.322	9000.000	9000.000	9000.000	9000.000	291.236	300.310	3.37550
