Alt,Pressure,Temp,RH,O3_mba,O3_ppbv,O3_column,U,V,Theta,Theta_e,Mixing_Ratio
7.3,405.534,247.77100000000002,3.1930000000000005,1.188,28.756,11.474,-12.335999999999999,3.2600000000000002,320.23400000000004,323.546,0.06
7.4,400.02599999999995,247.056,3.536,1.2,29.325000000000003,11.668000000000001,-12.921999999999999,4.134,320.404,323.418,0.05
7.5,394.524,246.19,3.8040000000000003,1.15,28.695,11.865,-13.106,4.928,320.62,323.344,0.058
7.6,389.12,245.404,3.09,1.11,28.135,12.040999999999999,-13.449999999999998,6.468,321.082,323.32599999999996,0.058
7.7,383.706,244.612,3.8360000000000003,1.1,28.18,12.183,-13.375999999999998,6.854,321.212,323.426,0.058
7.8,378.35,243.916,4.0,1.1,28.549999999999997,12.326,-12.393999999999998,7.0760000000000005,321.442,323.952,0.05
7.9,373.226,243.146,3.742,1.1,28.73,12.467,-11.785999999999998,6.502,321.558,324.266,0.05
8.0,368.02000000000004,242.192,3.7700000000000005,1.085,28.93,12.618,-12.36,5.804,321.75,324.668,0.04
8.1,362.79,241.462,3.2720000000000002,1.07,29.11,12.74,-13.851999999999999,5.848000000000001,322.00600000000003,324.76,0.04
8.2,357.594,240.752,3.08,1.07,29.314999999999998,12.87,-13.815999999999999,7.974,322.374,324.93600000000004,0.038000000000000006
8.3,352.542,240.15800000000002,3.16,1.07,29.704,12.998,-13.511999999999999,8.114,322.764,324.914,0.04
8.4,347.542,239.21,3.1500000000000004,1.0,28.28,13.146,-13.173999999999998,7.844,323.074,325.22,0.03
8.5,342.632,238.44,3.3240000000000003,1.0,28.581999999999997,13.26,-13.072,7.332000000000002,323.272,325.236,0.03
8.6,337.736,237.704,3.3680000000000003,1.0,28.962,13.386000000000001,-12.553999999999997,7.530000000000001,323.564,325.522,0.03
8.7,332.864,237.014,3.6320000000000006,1.0,29.240000000000002,13.56,-12.763999999999998,8.08,323.886,325.838,0.03
8.8,328.082,236.26,3.782,1.0,29.59,13.706000000000001,-14.005999999999997,8.784,324.138,325.998,0.03
8.9,323.35,235.6,3.6000000000000005,1.0,29.746000000000002,13.83,-15.547999999999998,8.344000000000001,324.65999999999997,325.97,0.03
9.0,318.74,234.81,4.0,0.962,29.582,13.958,-17.582,7.924,324.7,325.994,0.03
9.1,314.094,234.088,4.0,0.93,28.832,14.120000000000001,-18.830000000000002,7.670000000000001,325.16999999999996,326.204,0.03
9.2,309.548,233.346,4.258,0.92,28.938000000000002,14.305,-18.892,7.662000000000002,325.516,326.598,0.026000000000000013
9.3,305.038,232.466,4.880000000000001,0.9,28.786,14.434,-18.422,8.406000000000002,325.894,326.772,0.02
9.4,300.60900000000004,231.77,4.85,0.9,29.026,14.56,-16.926,7.314000000000001,326.108,327.17,0.02
9.5,296.21,230.93,5.0,0.9,29.516000000000002,14.69,-17.695999999999998,6.73,326.42900000000003,327.53499999999997,0.025
9.6,291.891,230.162,5.5,0.9,29.867,14.817,-17.426000000000002,8.244,326.604,327.73,0.02
9.7,287.606,229.329,5.1,0.9,30.15,14.957,-17.262,8.218,326.89500000000004,328.32,0.02
9.8,283.33,228.518,5.115,0.899,30.546,15.087,-18.898,8.516,327.221,328.445,0.02
9.9,279.112,227.873,5.0,0.868,30.2,15.22,-19.828,8.56,327.426,328.645,0.02
10.0,274.94,227.103,5.0,0.858,30.612000000000002,15.35,-19.302,7.994,327.615,328.90999999999997,0.02
10.1,270.853,226.262,4.75,0.864,30.838,15.48,-19.874000000000002,7.982000000000001,327.806,329.12,0.02
10.2,266.783,225.501,5.0,0.8,29.330000000000002,15.59,-21.06,8.408000000000001,328.18800000000005,329.46500000000003,0.02
10.3,262.77,224.81,4.645,0.8,29.584,15.7,-22.512,8.576,328.375,329.63,0.02
10.4,258.75800000000004,224.113,4.3,0.8,29.914,15.81,-20.602,8.922,328.639,329.775,0.01
10.5,254.91,223.386,4.2440000000000015,0.8,30.218,15.93,-20.401999999999997,8.728,328.962,329.936,0.01
10.6,251.124,222.67600000000002,4.622000000000001,0.787,30.567999999999998,16.04,-20.378,9.492,329.398,330.264,0.01
10.7,247.476,222.042,4.098000000000001,0.7440000000000001,29.27,16.16,-19.332,9.838,329.824,330.63800000000003,0.01
10.8,243.648,221.304,4.234000000000001,0.717,28.804000000000002,16.27,-19.54,10.206000000000001,330.062,330.982,0.01
10.9,239.89,220.592,4.4750000000000005,0.7,28.419,16.38,-18.857999999999997,10.458,330.363,331.239,0.01
11.0,236.22,219.95,4.501,0.7,28.762999999999998,16.47,-18.049999999999997,9.726,331.02799999999996,331.993,0.01
11.1,232.62,219.39,4.094000000000001,0.7,28.92,16.55,-17.703999999999997,8.815999999999999,331.52,332.12,0.01
11.2,229.128,218.76000000000002,4.0,0.7,29.3,16.63,-17.336,9.658000000000001,332.01099999999997,332.665,0.01
11.3,225.6,218.158,4.0,0.7,29.78,16.71,-18.046,11.708,332.29900000000004,332.868,0.01
11.4,222.16799999999998,217.648,3.7130000000000005,0.7,30.425,16.8,-18.201999999999998,11.362,332.757,333.30600000000004,0.01
11.5,218.72799999999998,216.82999999999998,3.4560000000000004,0.7,30.79,16.89,-17.477999999999998,11.648,333.057,333.615,0.01
11.6,215.358,216.213,3.004,0.68,30.685000000000002,16.98,-17.496,12.078000000000001,333.80899999999997,334.27,0.01
11.7,211.99,215.64600000000002,3.0,0.68,30.795,17.07,-17.84,11.188,334.225,334.68600000000004,0.01
11.8,208.755,214.96,3.0,0.68,31.384999999999998,17.16,-17.662,10.76,334.668,335.39099999999996,0.01
11.9,205.52100000000002,214.256,3.0,0.66,31.005,17.246,-18.538,11.24,335.047,335.59299999999996,0.0
12.0,202.347,213.869,2.5500000000000007,0.625,29.924999999999997,17.29,-20.004,10.952,335.318,335.95099999999996,0.0
12.1,199.09,213.196,2.1630000000000007,0.61,29.625,17.32,-19.064,10.544,335.827,336.432,0.0
12.2,196.04600000000002,212.608,2.0,0.67,33.019999999999996,17.398,-18.108,10.068000000000001,336.483,336.92,0.0
12.3,192.93,212.3,2.0,0.615,30.97,17.482,-18.872,9.466000000000001,337.125,337.30400000000003,0.0
12.4,189.868,211.92999999999998,2.0,0.65,32.76,17.588,-18.318,9.386,337.807,338.242,0.0
12.5,186.869,211.22299999999998,2.0,0.68,35.045,17.696,-16.324,12.246000000000002,338.42400000000004,338.952,0.0
12.6,183.968,210.643,1.8200000000000003,0.65,33.735,17.804,-16.549999999999997,13.986000000000002,339.126,339.41200000000003,0.0
12.7,181.058,210.25,1.7200000000000002,0.69,37.025000000000006,17.96,-15.814,13.870000000000001,339.958,340.371,0.0
12.8,178.242,209.569,1.4930000000000003,0.68,37.01,18.090000000000003,-14.788,13.692,340.21200000000005,340.531,0.0
12.9,175.428,208.959,1.5110000000000003,0.7,38.328,18.3,-15.144,13.736000000000002,340.747,341.096,0.0
13.0,172.678,208.38,1.0160000000000002,0.7,39.518,18.391000000000002,-14.377999999999998,14.39,341.31,341.697,0.0
13.1,169.988,208.05,1.0,0.768,43.426,18.563000000000002,-12.024,15.6,342.107,342.39799999999997,0.0
13.2,167.254,207.689,1.0,0.8,45.692,18.755,-10.974,14.046,343.022,343.36400000000003,0.0
13.3,164.64999999999998,207.29600000000002,1.0,0.8,46.762,18.902,-11.867999999999999,13.778,343.956,344.23,0.0
13.4,162.008,206.90800000000002,1.0,0.824,49.01200000000001,19.002,-11.329999999999998,14.180000000000001,344.756,345.0,0.0
13.5,159.428,206.512,1.0,0.874,52.230000000000004,19.12,-10.118,13.826,345.758,345.97,0.0
13.6,156.918,206.436,1.0,0.88,53.2,19.236,-9.921999999999999,14.242,347.398,347.56,0.0
13.7,154.45,206.28199999999998,1.0,0.888,55.526,19.342,-9.982000000000001,11.142,348.722,348.93,0.0
13.8,151.964,206.08,1.0,0.9,57.94,19.486,-10.575999999999999,9.986,349.688,349.87,0.0
13.9,149.548,205.81799999999998,1.0,0.97,61.958,19.649,-10.746,8.852,350.702,350.98,0.0
14.0,147.16799999999998,205.716,1.0,0.922,61.798,19.794,-10.136,8.624,352.446,352.68,0.0
14.1,144.8,205.482,1.0,0.943,63.302,19.948,-9.916,9.678000000000003,353.712,353.66,0.0
14.2,142.492,205.208,1.0,0.979,65.71300000000001,20.06,-9.7,12.326000000000002,354.886,354.84,0.0
14.3,140.191,205.278,1.0,1.0,68.80900000000001,20.23,-9.769999999999998,13.662,356.455,356.362,0.0
14.4,137.907,205.134,1.0,1.0530000000000002,73.776,20.393,-10.652,14.482000000000001,357.589,357.687,0.0
14.5,135.667,204.597,1.0,1.086,78.042,20.539,-11.854,15.18,358.337,358.377,0.0
14.6,133.517,204.381,1.0,1.076,79.261,20.662,-12.408,14.584000000000001,359.557,359.64,0.0
14.7,131.346,204.046,1.0,1.054,78.25,20.830000000000002,-12.402,13.362,360.51,360.51,0.0
14.8,129.232,203.71,1.0,1.076,81.016,21.006,-12.332,13.420000000000002,361.78200000000004,361.59999999999997,0.0
14.9,127.146,203.31,1.0,1.108,86.22,21.206,-12.148,14.406000000000002,363.066,363.18,0.0
15.0,125.06,203.22,1.0,1.17,90.17,21.404,-11.822,13.534,364.632,364.282,0.0
15.1,123.03,203.052,1.0,1.131,89.311,21.604,-11.489999999999998,13.372,366.158,366.144,0.0
15.2,121.026,203.192,1.0,1.2,95.551,21.814,-11.238,14.176,368.092,367.992,0.0
15.3,119.088,202.86599999999999,1.0,1.173,97.057,21.896,-11.591999999999999,14.6,369.02,368.996,0.0
15.4,117.146,202.466,1.0,1.2,99.06,22.04,-11.193999999999999,13.943999999999999,370.428,370.442,0.0
15.5,115.25999999999999,202.215,1.0,1.209,101.78200000000001,22.244,-10.822,11.758,371.875,371.78999999999996,0.0
15.6,113.405,202.04000000000002,1.0,1.2590000000000001,107.61500000000001,22.403000000000002,-10.126,10.582,373.13,373.09000000000003,0.0
15.7,111.562,201.95,1.0,1.294,111.832,22.59,-10.376,9.824,374.606,374.56,0.0
15.8,109.764,201.85,1.0,1.2790000000000001,113.326,22.989,-8.598,10.944,375.82,375.744,0.0
15.9,107.974,201.578,1.0,1.2990000000000002,116.86800000000001,23.237000000000002,-6.734,11.582,377.07,377.038,0.0
16.0,106.224,201.438,1.0,1.3250000000000002,121.275,23.487000000000002,-7.112,12.346,378.772,378.722,0.0
16.1,104.524,201.31799999999998,1.0,1.33,123.34,23.748,-7.096,12.1,380.098,380.074,0.0
16.2,102.8,201.35,1.0,1.36,128.435,24.019,-6.857999999999999,10.714,381.56100000000004,381.49800000000005,0.0
16.3,101.093,201.15,1.0,1.39,133.27499999999998,24.263,-7.802,10.324,383.243,383.243,0.0
16.4,99.463,201.008,1.0,1.4,137.10500000000002,24.522000000000002,-7.972,9.15,384.77700000000004,384.752,0.0
16.5,97.82199999999999,200.81,1.0,1.454,143.648,24.727999999999998,-8.75,8.59,386.334,386.322,0.0
16.6,96.222,200.58,1.0,1.46,146.358,25.034,-9.712,8.074,387.766,387.766,0.0
16.7,94.642,200.52599999999998,1.0,1.403,146.74800000000002,25.264,-10.395999999999999,7.844,389.752,389.725,0.0
16.8,93.063,200.643,1.0,1.48,154.155,25.528,-11.384,7.966000000000001,391.569,391.39,0.0
16.9,91.5,200.249,1.0,1.5330000000000001,163.421,25.880000000000003,-9.338,6.932,392.798,392.51,0.0
17.0,90.009,200.211,1.0,1.6,174.7,26.115000000000002,-7.62,7.596,394.802,394.722,0.0
17.1,88.509,200.06799999999998,0.998,1.64,181.29,26.41,-7.119999999999999,8.194,396.128,396.01300000000003,0.0
17.2,87.026,200.274,1.0,1.729,193.343,26.665,-5.911999999999999,8.638,398.048,397.976,0.0
17.3,85.59599999999999,200.26600000000002,1.0,1.768,201.393,26.935,-5.66,7.28,400.124,400.108,0.0
17.4,84.194,200.32999999999998,1.0,1.8190000000000002,210.387,27.225,-5.9719999999999995,5.828,402.458,402.466,0.0
17.5,82.8,200.278,1.0,1.924,225.1,27.528,-6.286,5.184,404.441,404.45099999999996,0.0
17.6,81.481,200.517,1.0,2.0,243.08,27.562,-7.806,4.446,407.0,406.947,0.0
17.7,80.161,200.747,1.0,2.2,267.32,27.896,-8.458,4.3740000000000006,409.426,409.23,0.0
17.8,78.841,201.017,0.997,2.316,286.83000000000004,28.246,-7.816,4.336,411.682,411.23900000000003,0.0
17.9,77.527,201.05,0.7880000000000001,2.428,310.67,28.796,-9.002,3.324,413.862,413.779,0.0
18.0,76.284,200.967,0.0,2.497,320.34700000000004,29.195999999999998,-7.83,4.506,415.419,415.389,0.0
18.1,75.027,201.162,0.21700000000000086,2.6,339.97499999999997,29.598,-7.18,4.064,417.966,417.83,0.0
18.2,73.8,201.398,0.0,2.751,366.07300000000004,29.94,-5.778,4.378,420.541,420.479,0.0
18.3,72.607,201.5,0.0,2.907,391.653,30.398,-5.71,4.008000000000001,422.765,422.76,0.0
18.4,71.427,202.00300000000001,0.0,3.0,411.15999999999997,30.856,-5.098,2.506,426.067,425.886,0.0
18.5,70.27,202.311,0.7000000000000028,3.2,448.902,31.39,-5.258,1.6800000000000004,428.839,428.826,0.0
18.6,69.117,202.417,0.5950000000000024,3.392,479.636,31.700000000000003,-6.053999999999999,1.7700000000000007,431.367,431.279,0.0
18.7,68.0,202.438,0.09000000000000022,3.505,504.665,32.153000000000006,-5.484,3.2180000000000013,433.25800000000004,432.896,0.0
18.8,66.92500000000001,202.68,0.0,3.6580000000000004,538.806,32.72,-6.052,2.376000000000001,435.84000000000003,435.726,0.0
18.9,65.82,202.915,0.0,3.9,580.363,33.4,-6.442,0.41600000000000037,438.58,438.304,0.0
19.0,64.74,203.185,0.0,4.051,610.498,33.97,-7.034,0.38600000000000056,441.495,441.24,0.0
19.1,63.7,203.54500000000002,0.0,4.216,652.515,34.59,-7.154,0.4660000000000001,443.68,443.692,0.0
19.2,62.675,203.78,0.0,4.33,680.4639999999999,35.238,-8.123999999999999,1.0040000000000004,446.135,446.202,0.0
19.3,61.664,204.034,0.0,4.506,717.458,35.734,-6.9559999999999995,1.4740000000000004,448.95,448.93,0.0
19.4,60.64,204.202,0.0,4.765,772.056,36.504,-7.148,2.0780000000000003,451.472,451.35,0.0
19.5,59.656,204.318,0.0,4.8,793.207,37.175999999999995,-6.492999999999999,2.4410000000000003,454.222,454.111,0.0
19.6,58.690999999999995,204.45999999999998,0.0,4.96,831.29,37.64,-5.628,2.174,456.823,456.808,0.0
19.7,57.75,204.85,0.0,5.016,859.448,38.078,-5.87,1.7280000000000002,459.67,459.643,0.0
19.8,56.83,205.44,0.0,5.282,916.849,38.786,-5.382,0.6200000000000001,463.23,463.28999999999996,0.0
19.9,55.87,205.779,0.0,5.48,960.9440000000001,39.44,-6.252,-0.818,466.18,466.03,0.0
20.0,54.977999999999994,206.03,0.0,5.601999999999999,1005.632,40.145,-6.481999999999999,-0.8999999999999999,468.79999999999995,468.666,0.0
20.1,54.094,206.326,0.0,5.8,1054.656,40.97,-6.8260000000000005,-0.696,471.773,471.804,0.0
20.2,53.207,206.489,0.0,6.015,1113.677,41.781,-7.6739999999999995,-0.624,474.158,474.174,0.0
20.3,52.37,206.826,0.0,6.2860000000000005,1178.352,42.66,-5.934,-0.007999999999999997,476.956,476.91,0.0
20.4,51.52,207.07100000000003,0.0,6.472,1238.634,43.62,-5.58,0.1060000000000001,480.325,480.26800000000003,0.0
20.5,50.694,207.535,0.0,6.609,1289.624,44.58,-5.486,-0.07199999999999998,483.161,482.976,0.0
20.6,49.897,207.61700000000002,0.0,6.8,1340.412,45.55,-5.88,-0.176,485.844,485.838,0.0
20.7,49.086,207.91,0.0,7.004,1398.064,46.464,-3.244,-0.9019999999999999,488.908,488.87,0.0
20.8,48.292,208.18800000000002,0.0,7.2,1468.808,47.121,-3.67,-1.73,492.03,491.934,0.0
20.9,47.506,208.516,0.0,7.3919999999999995,1542.33,48.48,-5.524,-2.1279999999999997,494.688,494.75199999999995,0.0
21.0,46.77,208.692,0.0,7.53,1591.51,49.419999999999995,-6.024,-2.0799999999999996,497.23,497.274,0.0
21.1,46.01,209.038,0.0,7.791,1660.338,50.345,-5.77,-3.1319999999999997,500.406,500.42199999999997,0.0
21.2,45.28,209.114,0.0,7.8919999999999995,1730.219,51.316,-4.716,-3.384,503.49,503.552,0.0
21.3,44.562,209.414,0.0,8.017,1767.623,52.503,-4.684,-2.88,506.264,506.38,0.0
21.4,43.85,209.65200000000002,0.0,8.202,1837.1080000000002,53.527,-3.8200000000000003,-3.9459999999999997,509.174,509.11199999999997,0.0
21.5,43.15,209.834,0.0,8.2,1879.77,54.672,-3.646,-4.101999999999999,511.95,512.02,0.0
21.6,42.466,210.11,0.0,8.507,1975.029,55.753,-3.6439999999999997,-3.28,515.146,515.068,0.0
21.7,41.796,210.436,0.0,8.66,2038.088,56.836,-3.634,-4.234,518.324,518.368,0.0
21.8,41.11,210.668,0.0,8.872,2115.271,57.418,-4.384,-4.772,521.256,521.262,0.0
21.9,40.472,211.022,0.0,8.985000000000001,2186.7380000000003,58.97,-4.584,-4.958,524.194,524.2339999999999,0.0
22.0,39.82,211.25,0.0,9.042000000000002,2203.9829999999997,59.811,-4.222,-4.146,526.7249999999999,526.759,0.0
22.1,39.2,211.154,0.0,9.1,2292.934,61.104,-4.364,-3.488,529.606,529.608,0.0
22.2,38.564,211.426,0.0,9.34,2373.9480000000003,62.151999999999994,-4.848,-3.346,532.4540000000001,532.4300000000001,0.0
22.3,37.964,211.624,0.0,9.482,2466.2560000000003,63.256,-4.507999999999999,-4.234,535.4739999999999,535.314,0.0
22.4,37.31,211.713,0.0,9.613999999999999,2551.215,64.454,-4.168,-4.882,538.204,538.265,0.0
22.5,36.74,211.928,0.0,9.8,2625.633,65.616,-4.593999999999999,-5.566,541.6,541.605,0.0
22.6,36.19,212.193,0.0,9.925,2705.91,66.68599999999999,-4.418,-5.128,544.256,544.414,0.0
22.7,35.6,212.37,0.0,10.02,2785.495,68.278,-4.394,-5.442,547.343,547.606,0.0
22.8,35.031,212.554,0.0,10.09,2851.105,69.214,-4.902,-4.988,550.6220000000001,550.672,0.0
22.9,34.5,212.75,0.0,10.1,2898.44,70.246,-6.046,-4.778,553.8159999999999,553.914,0.0
23.0,33.95,212.914,0.0,10.394,3018.654,71.444,-5.796,-5.592,556.634,556.794,0.0
23.1,33.4,213.254,0.0,10.572000000000001,3118.7000000000003,72.27,-5.878,-4.594,559.5459999999999,559.6899999999999,0.0
23.2,32.89,213.25,0.0,10.533,3144.3410000000003,73.42,-4.926,-5.328,562.23,562.5020000000001,0.0
23.3,32.37,213.48,0.0,10.55,3217.828,74.225,-5.172000000000001,-6.289999999999999,565.54,565.706,0.0
23.4,31.85,213.65,0.0,10.651,3335.205,75.4,-5.314,-7.741999999999999,568.51,568.687,0.0
23.5,31.348000000000003,213.74,0.0,11.052,3462.984,76.69800000000001,-5.744,-8.472,571.304,571.47,0.0
