Alt,Pressure,Temp,RH,O3_mba,O3_ppbv,O3_column,U,V,Theta,Theta_e,Mixing_Ratio
0.0,,,,,,,,,,,
0.1,1014.2919999999999,297.728,82.174,3.1,30.778000000000002,0.75,5.842,5.606000000000002,296.802,547.722,13.92
0.2,1002.66,296.18100000000004,84.697,3.1,30.971999999999998,1.01,7.050000000000001,7.918000000000002,296.329,534.681,13.351
0.3,991.22,295.01,87.419,3.1,31.377,1.27,6.920000000000004,9.070000000000002,296.26,531.259,13.158000000000001
0.4,979.696,293.987,89.44,3.1,31.856,1.5480000000000003,7.438000000000003,8.956000000000001,296.226,527.718,12.87
0.5,968.376,293.15000000000003,90.94,3.1,32.144999999999996,1.81,7.412000000000001,8.726000000000004,296.40999999999997,523.725,12.629999999999999
0.6,957.008,292.374,92.13,3.085,32.415,2.08,6.288,9.564000000000007,296.546,518.965,12.309999999999999
0.7,945.766,291.64599999999996,92.41,3.075,32.675,2.327,6.798,9.90000000000001,296.712,511.37,11.925
0.8,934.596,291.01,91.975,3.0149999999999997,32.59,2.5509999999999997,6.646000000000002,10.146000000000006,297.13399999999996,502.53499999999997,11.425
0.9,923.5319999999999,290.51800000000003,93.0,3.045,33.129999999999995,2.7749999999999995,7.990000000000001,10.714000000000004,297.558,495.13,10.92
1.0,912.622,289.944,93.575,3.07,33.875,3.02,7.970000000000001,12.194000000000003,297.87,492.115,10.815000000000001
1.1,901.6980000000001,289.288,94.05,3.075,34.315,3.3169999999999997,6.054,12.714,298.384,487.845,10.585
1.2,890.9,288.734,94.69,2.995,33.92,3.6239999999999997,5.526000000000003,12.732,298.778,479.13,9.995000000000001
1.3,880.348,288.158,94.19,3.0,34.45,3.927,5.544000000000007,12.976000000000003,299.068,475.68,9.86
1.4,869.908,287.65,93.765,3.02,34.97,4.191,5.680000000000003,12.862000000000004,299.592,472.28499999999997,9.69
1.5,859.495,287.268,93.066,3.04,35.64,4.460999999999999,5.424,13.372000000000003,300.335,468.24,9.36
1.6,849.2180000000001,286.91700000000003,91.79599999999999,3.045,35.955,4.771,5.508000000000003,12.462000000000009,300.97900000000004,465.384,9.088
1.7,839.021,286.54900000000004,91.792,3.105,37.325,5.03,5.074,12.148000000000009,301.65900000000005,462.66,8.936
1.8,828.9490000000001,286.226,90.216,3.2,38.91,5.32,4.992000000000001,12.71,302.40400000000005,461.034,8.776
1.9,819.0640000000001,286.04900000000004,88.868,3.21,39.595,5.607,5.16,13.984000000000004,303.277,459.292,8.624
2.0,809.18,285.77,87.605,3.3449999999999998,41.53,5.9239999999999995,5.160000000000001,14.774000000000004,304.18,456.214,8.427
2.1,799.44,285.55,88.417,3.4,42.75,6.2509999999999994,4.236000000000002,14.610000000000001,304.82,452.774,8.171000000000001
2.2,789.99,285.4,87.449,3.41,43.31,6.584,3.9960000000000018,14.272000000000002,305.47,448.833,8.022
2.3,780.4,285.15,85.638,3.42,44.09,6.931,4.798,14.952000000000004,306.22,440.97400000000005,7.474
2.4,771.024,284.84299999999996,85.844,3.41,44.655,7.234999999999999,5.311999999999999,15.142000000000007,306.90299999999996,434.10200000000003,7.098
2.5,761.788,284.56,82.0,3.495,46.120000000000005,7.553999999999999,5.468000000000002,15.350000000000001,307.62300000000005,429.698,6.792000000000001
2.6,752.705,284.051,78.248,3.565,47.565,7.867,5.372000000000004,14.222000000000008,308.272,420.08,6.328
2.7,743.537,283.56,79.252,3.5949999999999998,48.49,8.187,6.392000000000001,14.348000000000006,309.04,418.704,6.1240000000000006
2.8,734.615,283.341,79.20000000000002,3.6,49.19,8.545,5.842,16.14,309.63,413.74399999999997,5.836
2.9,725.721,283.051,75.0,3.51,48.715,8.87,6.186,16.400000000000002,310.242,410.194,5.618
3.0,716.972,282.67900000000003,71.0,3.576,50.174,9.2,5.804,16.214000000000002,310.95,407.566,5.386
3.1,708.366,282.363,68.95,3.5759999999999996,50.617999999999995,9.55,6.486000000000006,16.218000000000007,311.53,404.648,5.18
3.2,699.875,281.576,68.934,3.5359999999999996,51.025999999999996,9.887,7.796000000000003,16.946,311.88100000000003,399.92199999999997,5.088
3.3,691.4430000000001,281.12,71.18200000000002,3.5,50.976,10.228,7.008000000000006,17.25,312.474,401.14200000000005,4.936000000000001
3.4,683.003,280.558,70.57600000000001,3.448,50.616,10.532,6.0780000000000065,16.878,312.978,394.938,4.770000000000001
3.5,674.722,280.159,66.946,3.446,51.73,10.794,7.314,16.518000000000004,313.502,393.29,4.496
3.6,666.481,279.805,62.346000000000004,3.42,51.522,11.064,7.776000000000001,17.588000000000005,314.205,386.26,4.23
3.7,658.381,279.15999999999997,63.93200000000001,3.4,52.056,11.357,7.618,18.518000000000008,314.601,385.18,4.072000000000001
3.8,650.304,278.66,57.652000000000015,3.316,51.536,11.627,8.176000000000002,19.256000000000007,315.181,381.232,3.6920000000000006
3.9,642.4119999999999,278.024,57.27600000000002,3.3739999999999997,52.818,11.894,8.512000000000002,20.300000000000008,315.514,379.414,3.63
4.0,634.494,277.35400000000004,57.53800000000002,3.3459999999999996,53.096000000000004,12.204,8.108,21.370000000000005,315.754,378.434,3.4060000000000006
4.1,626.682,276.683,56.92200000000001,3.3,53.02,12.457,7.014,22.72,316.122,374.492,3.2860000000000005
4.2,618.917,275.98600000000005,58.636000000000024,3.276,53.28399999999999,12.73,6.824000000000002,23.324,316.575,373.066,3.0960000000000005
4.3,611.2040000000001,275.41,57.61000000000003,3.2,52.885999999999996,13.06,6.816000000000005,23.599999999999998,317.0,371.07,3.024
4.4,603.712,274.95799999999997,56.80800000000001,3.2479999999999993,54.501999999999995,13.387,7.95,23.192000000000007,317.404,370.71,2.9720000000000004
4.5,596.252,274.551,54.0,3.178,54.013999999999996,13.622,8.122000000000002,24.174000000000003,318.104,368.616,2.9080000000000004
4.6,588.882,273.789,55.88000000000001,3.185,55.125,13.878,8.338000000000001,24.342000000000002,318.53,368.234,2.838
4.7,581.461,273.202,56.774000000000015,3.125,54.34,14.134,8.092000000000002,23.342000000000002,319.14099999999996,367.318,2.7500000000000004
4.8,574.12,272.692,55.88300000000001,3.176,55.972,14.39,7.660000000000001,23.91,319.47200000000004,367.76800000000003,2.648
4.9,566.86,272.172,56.509,3.19,56.538,14.687,7.6480000000000015,24.28,320.016,365.264,2.628
5.0,559.752,271.472,55.081,3.23,58.181999999999995,14.98,8.224,23.786,320.284,364.62100000000004,2.569
5.1,552.628,270.87600000000003,56.08800000000001,3.13,56.68,15.261,7.608000000000002,23.328000000000007,320.91999999999996,365.376,2.4970000000000003
5.2,545.648,270.282,57.12,3.108,57.650000000000006,15.530999999999999,7.822000000000001,23.698000000000004,321.168,364.552,2.455
5.3,538.762,269.466,52.529,3.1060000000000003,58.39000000000001,15.814,8.662,25.118000000000002,321.48400000000004,361.06800000000004,2.26
5.4,531.9219999999999,268.692,52.55700000000001,3.1290000000000004,59.660000000000004,16.088,8.408000000000001,25.990000000000002,321.67400000000004,357.989,2.119
5.5,525.136,268.05,54.54000000000001,3.093,59.64900000000001,16.4,9.064,26.386000000000006,322.072,357.763,2.05
5.6,518.484,267.272,53.94400000000001,3.0580000000000007,60.07800000000001,16.708,10.36,27.166000000000007,322.382,356.692,1.959
5.7,511.892,266.612,54.243,3.0,59.441,17.009,10.998000000000003,27.064000000000007,322.746,354.678,1.8950000000000002
5.8,505.34999999999997,266.08,53.76,2.9190000000000005,58.802,17.338,10.710000000000008,27.57800000000001,323.246,354.26,1.81
5.9,498.884,265.326,55.06,2.98,60.061,17.733,11.878,28.366000000000007,323.612,353.87,1.74
6.0,492.53799999999995,264.682,56.17,3.0,61.348,18.098,12.026,29.592000000000002,323.952,353.35,1.72
6.1,486.194,263.90799999999996,56.0,3.0,62.2,18.326999999999998,13.080000000000002,31.568000000000005,324.268,353.86,1.7
6.2,479.888,263.23600000000005,56.81,2.923,61.43400000000001,18.587,13.184000000000005,31.870000000000008,324.558,353.14,1.63
6.3,473.682,262.54200000000003,56.22,2.9,61.59100000000001,18.847,13.806000000000001,32.31200000000001,324.92400000000004,351.86,1.52
6.4,467.564,261.856,58.27,2.951000000000001,63.652,19.148,14.126000000000003,34.252,325.29999999999995,350.86,1.52
6.5,461.516,261.062,60.41,2.930000000000001,64.12200000000001,19.391,13.530000000000001,35.812000000000005,325.73,350.23,1.5
6.6,455.576,260.204,60.54,2.9160000000000004,65.052,19.644,13.070000000000002,37.410000000000004,326.23400000000004,351.37,1.49
6.7,449.576,259.60400000000004,60.96,2.9790000000000005,67.12900000000002,19.877,13.342,36.208,326.644,350.88,1.42
6.8,443.63599999999997,259.223,61.158,2.9460000000000006,67.478,20.13,12.454000000000002,35.352000000000004,327.12,350.325,1.3849999999999996
6.9,437.836,258.453,62.818999999999996,2.87,66.75200000000001,20.372,11.632000000000001,36.13000000000001,327.49800000000005,349.932,1.3519999999999999
7.0,432.142,257.716,64.89,2.8,65.886,20.618,13.022000000000002,36.84200000000001,327.76800000000003,349.98,1.323
7.1,426.459,257.12,63.756,2.724,65.434,20.86,13.024000000000001,36.52000000000001,327.995,349.409,1.27
7.2,420.836,256.343,64.63499999999999,2.7,64.854,21.188000000000002,12.732000000000005,35.876000000000005,328.37100000000004,349.45,1.2109999999999999
7.3,415.27299999999997,255.705,66.478,2.684,65.552,21.406,13.764000000000006,36.406000000000006,328.67900000000003,349.303,1.1819999999999997
7.4,409.732,255.046,64.52000000000004,2.7,66.87,21.668000000000003,14.486,37.104,328.978,347.592,1.13
7.5,404.226,254.206,63.96600000000001,2.6,65.98,21.889,13.460000000000003,38.018,329.498,346.46,1.0540000000000005
7.6,398.816,253.594,62.66600000000006,2.6,66.345,22.172000000000004,13.464000000000002,38.73800000000001,329.75,346.122,0.98
7.7,393.432,252.774,65.69000000000001,2.5700000000000003,67.005,22.382,13.604000000000003,39.51000000000001,329.908,345.014,0.9020000000000002
7.8,388.14,252.096,65.668,2.5,66.23500000000001,22.548000000000002,14.422000000000008,39.33400000000001,330.186,344.614,0.87
7.9,382.918,251.282,62.71600000000001,2.5,66.9,22.804000000000002,15.582,39.778000000000006,330.50800000000004,343.848,0.82
8.0,377.7,250.492,62.440000000000026,2.5,68.36,23.042,15.622000000000003,39.446000000000005,330.894,343.696,0.79
8.1,372.552,249.826,62.004,2.5,68.16499999999999,23.22,15.530000000000005,40.11400000000001,331.308,343.064,0.7340000000000003
8.2,367.446,249.07,61.99800000000001,2.5,69.535,23.5,14.290000000000008,40.83200000000001,331.474,342.662,0.6940000000000003
8.3,362.488,248.454,64.128,2.416,68.96199999999999,23.732,14.190000000000014,41.128000000000014,332.028,342.286,0.67
8.4,357.5,247.9,62.882000000000005,2.4320000000000004,69.35600000000001,23.918,13.920000000000012,40.35200000000001,332.486,341.726,0.6200000000000003
8.5,352.58599999999996,247.05,60.168,2.384000000000001,68.87400000000001,24.117999999999995,13.352000000000007,40.17600000000001,332.828,341.39799999999997,0.57
8.6,347.678,246.276,60.79,2.3360000000000003,68.618,24.398,14.192,41.23800000000001,333.006,341.206,0.5540000000000002
8.7,342.83,245.586,61.844,2.3,68.838,24.685999999999996,14.29200000000001,42.00400000000001,333.306,340.572,0.53
8.8,338.072,244.768,61.29,2.358,70.648,25.008,14.18000000000001,42.38400000000002,333.818,340.44,0.49
8.9,333.348,243.962,62.386,2.3,70.69600000000001,25.334,14.640000000000006,42.43600000000002,334.178,340.322,0.4640000000000001
9.0,328.756,243.13,60.624,2.3,73.16600000000003,25.656,14.930000000000003,43.328000000000024,334.578,340.07,0.42400000000000004
