#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2020-12-26,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2020-12-26,23:53:34
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1013.8,0.4,25.0,69.0,275.0,4.0,49.9
1012.9,0.4,24.7,67.6,281.0,2.7,57.2
1012.3,0.5,24.1,68.8,284.2,2.3,63.1
1011.6,0.5,24.0,69.8,284.7,2.3,69.0
1010.9,0.5,24.0,70.1,283.7,2.5,74.9
1010.2,0.5,24.0,70.1,282.5,2.7,81.3
1009.5,0.5,23.9,70.1,281.4,2.9,88.1
1008.5,0.5,23.7,70.5,280.6,3.0,95.4
1007.7,0.5,23.6,70.8,279.9,3.2,102.9
1006.9,0.5,23.5,71.0,279.2,3.3,110.1
1006.1,0.5,23.3,71.4,278.4,3.4,116.9
1005.3,0.5,23.0,72.1,277.7,3.5,123.0
1004.7,0.5,22.9,72.8,276.9,3.6,128.2
1004.3,0.5,22.8,73.1,276.2,3.7,132.9
1003.8,0.5,22.7,73.4,275.4,3.8,137.8
1003.0,0.5,22.7,73.6,274.7,3.9,143.1
1002.4,0.5,22.6,73.7,273.9,4.0,148.6
1001.8,0.5,22.5,74.0,273.1,4.1,153.9
1001.2,0.5,22.4,74.3,272.4,4.2,159.3
1000.5,0.5,22.4,74.4,271.6,4.2,164.7
1000.0,0.4,22.4,74.4,270.8,4.3,170.2
999.4,0.4,22.4,74.6,270.0,4.4,175.8
998.6,0.4,22.3,74.9,269.2,4.5,181.6
997.9,0.4,22.3,75.2,268.4,4.5,187.5
997.4,0.4,22.3,75.5,267.6,4.6,193.6
996.6,0.4,22.3,75.7,266.8,4.7,200.1
995.7,0.4,22.2,75.8,266.0,4.8,207.0
995.0,0.4,22.0,76.5,265.3,4.9,213.8
994.2,0.4,21.9,77.1,264.6,4.9,220.4
993.5,0.5,21.8,77.4,263.9,5.0,226.8
992.8,0.5,21.8,77.5,263.3,5.1,233.1
992.1,0.5,21.7,77.7,262.7,5.2,239.4
991.3,0.5,21.6,77.7,262.1,5.3,246.1
990.4,0.5,21.5,77.7,261.7,5.4,253.3
989.6,0.5,21.5,77.8,261.3,5.5,260.3
988.9,0.5,21.4,78.2,260.9,5.6,267.3
988.1,0.5,21.2,78.5,260.7,5.6,274.3
987.3,0.5,21.1,79.1,260.5,5.7,281.0
986.6,0.5,21.0,79.4,260.3,5.8,287.6
985.9,0.5,21.0,79.7,260.3,5.9,294.2
985.1,0.5,20.9,80.1,260.3,5.9,300.9
984.3,0.5,20.8,80.7,260.4,6.0,307.3
983.6,0.5,20.7,81.2,260.6,6.1,313.0
983.1,0.5,20.6,81.3,260.8,6.1,318.2
982.6,0.5,20.6,81.3,261.1,6.1,323.0
982.0,0.4,20.6,81.3,261.4,6.2,327.9
981.4,0.4,20.5,81.4,261.9,6.2,332.9
980.8,0.4,20.5,81.8,262.4,6.2,337.9
980.3,0.4,20.4,82.1,262.9,6.2,343.0
979.7,0.4,20.4,82.2,263.5,6.2,348.7
978.9,0.4,20.4,82.2,264.1,6.2,355.1
978.2,0.4,20.4,82.6,264.7,6.2,362.4
977.2,0.4,20.2,83.3,265.3,6.2,370.1
976.3,0.4,20.1,83.9,266.0,6.2,377.4
975.6,0.4,20.0,84.1,266.6,6.2,383.7
975.1,0.4,20.0,84.2,267.3,6.2,389.4
974.5,0.4,20.0,84.2,267.9,6.1,395.3
973.7,0.4,20.0,84.4,268.5,6.1,401.8
972.8,0.4,20.0,84.8,269.0,6.1,408.6
972.1,0.4,19.9,85.4,269.5,6.0,414.9
971.5,0.4,19.8,85.7,269.9,6.0,420.6
971.0,0.4,19.7,85.9,270.3,5.9,425.7
970.4,0.5,19.6,86.3,270.6,5.9,430.4
970.0,0.5,19.5,86.8,270.9,5.9,434.6
969.5,0.5,19.5,87.0,271.1,5.8,438.7
968.9,0.5,19.4,87.1,271.3,5.8,442.8
968.6,0.5,19.4,87.3,271.3,5.7,446.5
