#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2020-10-23,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2020-10-23,23:34:06
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1017.2,3.9,22.6,66.0,258.0,3.0,49.9
1016.9,3.9,22.2,68.9,248.3,2.0,53.4
1016.2,4.0,21.2,69.5,242.2,1.7,57.5
1015.8,4.1,21.0,70.6,240.8,1.7,61.3
1015.5,4.1,20.8,71.3,242.3,1.9,65.1
1015.0,4.1,20.8,71.4,244.2,2.0,69.5
1014.4,4.1,20.8,71.1,245.6,2.2,74.5
1013.7,4.1,20.7,70.6,246.7,2.4,79.8
1012.9,4.1,20.8,70.3,247.5,2.5,84.6
1012.7,4.1,20.7,70.0,248.2,2.6,88.4
1012.5,4.1,20.7,70.0,248.9,2.8,92.0
1011.8,4.0,20.7,70.3,249.5,2.9,96.4
1011.1,4.0,20.7,70.4,250.1,3.0,101.6
1010.5,4.0,20.7,70.5,250.7,3.1,106.8
1009.9,4.0,20.8,70.4,251.2,3.1,111.3
1009.6,4.0,20.7,70.5,251.7,3.2,115.0
1009.3,3.9,20.5,71.0,252.2,3.3,118.5
1008.8,3.9,20.3,71.6,252.7,3.3,122.1
1008.3,3.9,20.3,72.0,253.2,3.3,125.9
1007.9,3.9,20.3,71.9,253.7,3.4,129.9
1007.4,3.9,20.3,71.8,254.2,3.4,134.0
1006.9,3.9,20.2,72.0,254.7,3.4,138.2
1006.3,3.8,20.0,72.5,255.2,3.4,142.2
1006.0,3.8,19.8,73.0,255.7,3.4,145.8
1005.7,3.8,19.7,73.1,256.3,3.3,149.2
1005.2,3.8,19.7,73.2,256.9,3.3,152.6
1004.8,3.8,19.7,73.2,257.5,3.3,155.7
1004.5,3.8,19.6,73.1,258.1,3.2,158.6
1004.2,3.7,19.6,73.3,258.8,3.2,161.5
1003.8,3.7,19.5,73.5,259.4,3.2,165.1
1003.2,3.7,19.5,73.8,260.1,3.1,169.4
1002.6,3.7,19.5,74.1,260.7,3.1,174.1
1002.1,3.7,19.4,74.4,261.4,3.1,179.1
1001.6,3.7,19.4,74.8,262.0,3.0,184.3
1000.9,3.7,19.3,74.9,262.7,3.0,189.7
1000.2,3.7,19.3,74.8,263.4,3.0,195.0
999.7,3.7,19.3,74.9,264.1,2.9,199.8
999.2,3.7,19.2,75.2,264.8,2.9,203.9
998.8,3.7,19.2,75.4,265.4,2.9,207.5
998.4,3.6,19.2,75.6,266.0,2.9,211.1
998.0,3.6,19.2,75.8,266.6,2.9,215.2
997.4,3.6,19.1,75.8,267.1,2.9,219.7
996.8,3.6,19.1,76.0,267.6,2.9,224.4
996.3,3.6,19.0,76.5,268.1,2.8,228.8
995.9,3.6,19.0,76.5,268.6,2.8,232.9
995.4,3.6,19.0,76.4,269.0,2.8,236.8
995.0,3.6,18.9,76.5,269.5,2.8,240.9
994.5,3.6,18.9,76.8,269.9,2.8,245.2
993.9,3.6,18.8,77.1,270.3,2.8,249.9
993.3,3.6,18.8,77.3,270.6,2.8,254.7
992.8,3.6,18.7,77.2,270.8,2.8,259.1
992.4,3.6,18.7,76.9,271.0,2.8,262.9
992.1,3.6,18.6,77.1,271.1,2.7,266.5
991.6,3.6,18.6,77.4,271.2,2.7,270.1
991.1,3.6,18.6,77.4,271.2,2.7,274.0
990.7,3.6,18.6,77.1,271.1,2.7,277.8
990.2,3.6,18.6,77.0,270.9,2.6,281.5
989.9,3.6,18.6,77.2,270.6,2.6,285.1
989.5,3.6,18.5,77.7,270.2,2.5,289.0
988.9,3.5,18.5,78.1,269.7,2.5,293.1
988.4,3.5,18.4,78.3,269.1,2.4,297.1
988.0,3.6,18.4,78.7,268.2,2.4,300.8
987.6,3.6,18.3,79.2,267.2,2.3,304.5
987.2,3.6,18.3,79.7,266.0,2.3,308.5
986.6,3.6,18.2,80.3,264.5,2.2,313.0
986.1,3.6,18.1,80.6,262.8,2.1,318.0
985.5,3.6,18.1,80.9,260.9,2.0,323.4
984.8,3.6,18.0,81.3,258.8,2.0,329.4
984.0,3.6,17.9,81.5,256.5,1.9,336.0
983.2,3.6,17.9,81.6,254.0,1.8,343.0
982.4,3.6,18.0,81.3,251.4,1.8,350.1
981.6,3.6,17.9,80.8,248.5,1.7,356.9
980.9,3.6,17.7,81.0,245.6,1.7,363.1
980.2,3.6,17.6,81.5,242.6,1.6,369.1
979.6,3.6,17.6,81.6,239.5,1.6,374.8
979.0,3.5,17.6,81.6,236.4,1.5,380.7
978.2,3.5,17.5,81.8,233.4,1.5,386.7
977.5,3.5,17.5,82.1,230.6,1.4,392.8
976.8,3.5,17.4,82.3,228.0,1.4,398.2
976.3,3.5,17.4,82.5,225.7,1.4,402.9
975.9,3.5,17.4,82.8,223.7,1.3,407.1
975.5,3.5,17.4,83.2,222.0,1.3,410.9
975.0,3.5,17.4,83.5,220.7,1.3,414.8
974.6,3.5,17.3,83.7,219.7,1.2,418.6
974.1,3.5,17.3,83.8,219.1,1.2,422.4
973.7,3.5,17.3,83.9,219.0,1.2,426.1
973.3,3.5,17.2,84.2,219.4,1.1,429.9
972.9,3.5,17.2,84.3,220.3,1.1,433.6
972.4,3.5,17.2,84.6,221.8,1.1,437.4
972.0,3.5,17.1,85.0,223.9,1.0,441.4
971.5,3.5,17.0,85.5,226.4,1.0,445.5
971.0,3.5,16.9,86.0,229.5,1.0,449.9
970.5,3.5,16.7,86.2,233.0,1.0,454.6
969.9,3.5,16.7,86.4,236.7,1.0,459.6
969.3,3.5,16.6,86.6,240.5,1.0,464.8
968.7,3.5,16.5,86.7,244.2,1.0,469.7
968.2,3.5,16.5,86.5,247.8,1.1,474.3
967.8,3.5,16.5,86.4,251.2,1.1,478.6
967.3,3.5,16.4,86.4,254.3,1.2,483.0
966.7,3.5,16.4,86.5,257.3,1.2,487.6
966.2,3.5,16.3,86.4,260.1,1.3,492.1
965.7,3.5,16.3,86.7,262.7,1.3,496.5
965.2,3.5,16.2,87.1,265.2,1.4,500.9
964.7,3.5,16.2,86.7,267.7,1.5,505.1
964.3,3.5,16.2,85.3,270.1,1.5,509.1
963.9,3.5,16.2,83.1,272.5,1.6,512.9
963.4,3.5,16.2,80.7,274.9,1.6,516.7
963.0,3.5,16.3,78.2,277.4,1.6,520.6
962.5,3.5,16.3,77.2,280.1,1.7,524.6
962.1,3.5,16.3,77.1,282.9,1.7,528.6
961.6,3.5,16.2,76.8,286.0,1.7,532.6
961.2,3.5,16.2,76.8,289.4,1.7,536.5
960.8,3.5,16.2,77.4,293.1,1.7,540.3
960.3,3.5,16.1,77.7,297.2,1.7,544.2
959.9,3.5,16.1,77.3,301.6,1.7,548.0
959.5,3.5,16.1,75.9,306.4,1.7,552.2
958.9,3.4,16.1,74.2,311.5,1.7,557.2
958.2,3.4,16.1,73.3,316.9,1.7,562.8
957.5,3.4,16.2,72.9,322.6,1.7,568.6
957.0,3.4,16.2,72.5,328.4,1.7,574.2
956.3,3.4,16.1,72.1,334.3,1.8,579.3
955.8,3.4,16.1,72.2,340.2,1.8,584.1
955.3,3.4,16.1,72.4,345.8,1.9,588.5
954.8,3.4,16.1,72.6,351.2,1.9,592.6
954.5,3.4,16.0,72.7,356.2,2.0,596.4
954.0,3.4,16.0,73.1,0.8,2.1,600.2
953.6,3.4,16.0,73.4,5.0,2.2,604.0
953.2,3.4,16.0,73.1,8.8,2.3,607.7
952.8,3.4,16.0,72.3,12.2,2.4,611.3
952.4,3.4,16.0,71.5,15.2,2.5,614.9
951.9,3.4,16.0,70.7,17.9,2.6,618.6
951.5,3.4,16.0,70.8,20.3,2.7,622.5
951.1,3.4,16.0,71.4,22.4,2.7,626.4
950.6,3.4,16.0,71.4,24.2,2.8,630.5
950.2,3.4,16.0,71.0,25.7,2.9,634.7
949.7,3.4,15.9,70.8,26.9,3.0,638.9
949.2,3.4,15.9,70.4,28.0,3.0,643.1
948.8,3.4,15.9,69.7,28.8,3.1,647.3
948.3,3.4,15.9,69.3,29.4,3.1,651.4
947.8,3.4,15.9,69.4,29.8,3.2,655.5
947.4,3.4,15.8,69.7,30.0,3.2,659.6
946.9,3.4,15.8,70.1,30.1,3.2,663.7
946.5,3.5,15.8,70.6,30.0,3.3,667.8
946.0,3.5,15.8,71.3,29.7,3.3,671.9
945.5,3.5,15.7,72.0,29.3,3.3,676.0
945.1,3.5,15.7,72.5,28.7,3.3,680.0
944.7,3.5,15.7,72.8,27.9,3.3,684.1
944.2,3.5,15.6,73.0,27.0,3.4,688.4
943.7,3.5,15.6,73.2,25.9,3.4,692.8
943.2,3.5,15.5,73.3,24.6,3.4,697.4
942.7,3.5,15.5,73.4,23.3,3.4,701.9
942.2,3.5,15.5,73.4,21.8,3.4,706.2
941.8,3.5,15.4,73.3,20.2,3.4,710.2
941.3,3.5,15.4,73.4,18.4,3.4,714.2
940.9,3.5,15.4,73.5,16.6,3.4,718.3
940.4,3.5,15.3,73.5,14.7,3.4,722.5
939.9,3.6,15.3,73.5,12.7,3.4,726.7
939.5,3.6,15.3,73.7,10.7,3.4,730.8
939.0,3.6,15.2,74.0,8.7,3.4,734.7
938.6,3.6,15.2,74.2,6.6,3.4,738.4
938.2,3.6,15.1,74.3,4.6,3.4,742.0
937.8,3.6,15.1,74.4,2.6,3.4,745.5
937.5,3.6,15.1,74.7,0.7,3.5,749.3
937.0,3.6,15.0,75.0,358.8,3.5,753.4
