#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2020-01-13,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2020-01-13,23:41:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1015.0,1.1,25.6,61.0,50.0,3.0,49.9
1014.7,1.1,26.0,60.0,50.5,2.4,52.5
1014.2,1.1,25.5,60.9,50.6,2.3,57.7
1013.5,1.1,25.2,61.7,50.4,2.3,63.2
1012.7,1.1,25.0,62.2,50.2,2.4,68.5
1012.2,1.1,24.9,62.2,50.0,2.6,72.7
1012.0,1.1,24.8,62.0,49.9,2.8,75.9
1011.8,1.1,24.8,61.8,50.0,2.9,79.2
1011.2,1.1,24.7,61.6,50.2,3.1,83.9
1010.4,1.1,24.7,61.5,50.6,3.2,89.9
1009.6,1.1,24.6,61.3,51.0,3.3,96.5
1008.9,1.1,24.4,60.7,51.5,3.5,103.1
1008.1,1.1,24.3,60.8,52.1,3.6,109.3
1007.5,1.2,24.2,60.9,52.8,3.7,114.7
1007.0,1.2,24.2,60.8,53.6,3.8,119.5
1006.4,1.2,24.1,60.7,54.4,4.0,124.2
1006.0,1.2,24.1,60.3,55.3,4.1,129.1
1005.3,1.2,24.0,60.5,56.3,4.2,134.7
1004.5,1.2,24.0,60.8,57.3,4.3,141.3
1003.6,1.2,23.9,60.7,58.4,4.4,148.0
1003.0,1.2,23.9,60.5,59.4,4.5,154.3
1002.3,1.2,23.8,60.8,60.5,4.6,160.4
1001.6,1.2,23.7,61.1,61.5,4.7,166.3
1001.0,1.2,23.7,61.6,62.6,4.8,172.1
1000.3,1.2,23.7,62.4,63.5,4.9,178.0
999.6,1.2,23.6,62.7,64.5,4.9,184.3
998.8,1.2,23.6,62.6,65.3,5.0,190.5
998.1,1.2,23.5,62.8,66.1,5.1,196.2
997.6,1.2,23.5,63.2,66.9,5.1,201.2
997.2,1.2,23.4,63.0,67.5,5.2,206.2
996.5,1.2,23.3,62.4,68.0,5.2,212.0
995.7,1.2,23.2,61.3,68.4,5.2,218.9
994.8,1.2,23.0,59.9,68.8,5.3,226.3
993.8,1.2,22.9,59.5,68.9,5.3,233.0
993.3,1.2,22.9,59.3,69.0,5.3,238.4
993.0,1.2,22.8,59.8,68.9,5.3,242.8
992.5,1.2,22.7,61.2,68.7,5.3,247.0
991.9,1.2,22.7,62.6,68.3,5.2,251.5
991.3,1.2,22.6,64.0,67.9,5.2,256.5
990.7,1.2,22.6,64.8,67.2,5.2,261.9
990.1,1.2,22.5,65.4,66.5,5.1,267.5
989.5,1.2,22.5,65.7,65.6,5.1,273.4
988.7,1.2,22.4,65.8,64.6,5.1,279.5
988.0,1.2,22.4,65.9,63.5,5.0,285.5
987.4,1.2,22.3,65.8,62.2,5.0,291.0
986.8,1.2,22.3,65.5,61.0,5.0,295.9
986.4,1.2,22.2,65.3,59.7,5.0,300.1
986.0,1.2,22.1,65.4,58.4,5.0,304.1
985.5,1.2,22.1,65.8,57.1,5.0,308.2
985.0,1.2,22.1,66.2,55.8,5.0,312.6
984.4,1.2,22.0,66.3,54.6,5.0,317.4
983.9,1.2,22.0,66.4,53.5,5.0,322.4
983.3,1.2,21.9,66.4,52.4,5.1,327.4
982.7,1.2,21.9,66.3,51.5,5.1,332.4
982.2,1.2,21.8,66.2,50.6,5.1,337.2
981.7,1.2,21.8,66.4,50.0,5.2,341.8
