CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990704 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 112.600
Integrated O3 until EOF (DU)     : 26.186
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.850   290.500    73.000     3.120    31.648     0.289     6.689     5.417   291.680   313.980     0.00929
 0.4      974.350   289.500    73.455     3.166    32.488     0.584     7.540     6.555   291.650   313.030     0.00887
 0.5      962.990   288.440    79.000     3.170    32.918     0.880     8.335     7.505   291.560   313.340     0.00901
 0.6      951.660   287.510    83.000     3.156    33.167     1.175     9.019     8.121   291.600   313.480     0.00902
 0.7      940.520   286.670    83.400     3.130    33.279     1.469     9.856     7.590   291.720   312.840     0.00867
 0.8      929.330   285.960    79.857     3.110    33.465     1.762    10.443     6.526   292.000   311.600     0.00802
 0.9      918.410   284.970    84.000     3.090    33.645     2.054    10.744     5.737   291.960   311.560     0.00799
