CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19991114 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 19.700
Integrated O3 until EOF (DU)     : 180.705
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.480   290.590    58.000     2.050    20.844     0.190    -0.859     4.417   291.970   309.860     0.00744
 0.4      972.060   289.430    60.200     2.060    21.192     0.382    -0.817     5.156   291.780   309.270     0.00725
 0.5      960.650   288.500    64.000     1.960    20.403     0.565    -0.663     6.311   291.820   309.600     0.00735
 0.6      949.390   287.540    69.900     1.950    20.540     0.747     0.553     5.351   291.830   310.340     0.00763
 0.7      938.170   286.720    66.667     1.890    20.146     0.925    -0.215     4.628   291.980   308.970     0.00697
 0.8      927.080   285.950    66.400     1.886    20.343     1.102     1.027     4.832   292.180   308.520     0.00668
 0.9      916.160   285.050    69.375     1.860    20.302     1.278     0.730     4.301   292.250   308.580     0.00665
