CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19970211 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 12.632
Integrated O3 until EOF (DU)     : 127.893
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      987.500   295.050    64.750     1.300    13.165     0.119  9000.000  9000.000   296.110   322.470     0.01099
 0.4      976.130   294.080    69.571     1.300    13.318     0.238  9000.000  9000.000   296.110   323.170     0.01124
 0.5      964.960   293.130    72.000     1.300    13.472     0.357  9000.000  9000.000   296.120   322.910     0.01108
 0.6      953.810   292.360    69.000     1.300    13.630     0.477  9000.000  9000.000   296.320   321.140     0.01023
 0.7      942.750   291.660    68.622     1.400    14.850     0.606  9000.000  9000.000   296.600   320.570     0.00985
 0.8      931.920   291.170    65.194     1.400    15.023     0.736  9000.000  9000.000   297.080   319.480     0.00918
