CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990626 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 15.800
Integrated O3 until EOF (DU)     : 157.310
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      988.030   290.580    57.692     2.883    29.180     0.267    -3.492    -2.509   291.580   309.250     0.00737
 0.4      976.530   289.650    60.308     2.826    28.941     0.530    -3.396    -2.952   291.620   309.280     0.00734
 0.5      965.050   288.600    63.750     2.783    28.833     0.789    -2.741    -2.913   291.540   309.250     0.00733
 0.6      953.760   287.710    67.000     2.780    29.148     1.050    -3.373    -4.435   291.620   309.460     0.00736
 0.7      942.490   286.640    71.091     2.731    28.975     1.306    -2.800    -5.069   291.520   309.440     0.00736
 0.8      931.400   285.650    75.000     2.710    29.096     1.562    -3.214    -3.830   291.490   309.470     0.00736
