CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040301 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.565
Integrated O3 until EOF (DU)     : 232.524
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.260   294.640    64.350     1.610    16.341     0.147    -9.605     3.826   295.890   321.500     0.01067
 0.4      974.010   293.580    67.333     1.622    16.655     0.296    -9.990     4.707   295.790   321.250     0.01056
 0.5      962.690   292.540    72.038     1.640    17.036     0.447   -10.236     5.678   295.730   321.610     0.01071
 0.6      951.580   291.520    76.667     1.649    17.328     0.599   -10.374     6.206   295.670   321.870     0.01080
 0.7      940.600   290.620    80.321     1.643    17.472     0.751   -10.431     6.518   295.730   322.050     0.01081
 0.8      929.680   289.950    76.262     1.625    17.480     0.902   -10.286     6.743   296.040   320.340     0.00995
 0.9      918.810   289.240    74.823     1.585    17.254     1.050    -9.890     7.309   296.300   319.420     0.00943
