CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20041001 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.684
Integrated O3 until EOF (DU)     : 237.586
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.810   288.770    60.698     2.503    25.442     0.233    -1.405     3.303   290.120   306.740     0.00692
 0.4      972.330   287.840    62.820     2.518    25.899     0.469    -1.248     2.677   290.150   306.600     0.00682
 0.5      960.860   287.010    66.357     2.493    25.948     0.703    -0.774     2.370   290.290   307.000     0.00691
 0.6      949.490   286.130    67.893     2.490    26.225     0.937    -0.120     2.142   290.380   306.760     0.00674
 0.7      938.300   285.150    71.345     2.490    26.537     1.172     0.678     1.760   290.370   306.740     0.00672
 0.8      927.180   284.210    73.881     2.499    26.951     1.409     1.553     1.070   290.400   306.580     0.00661
 0.9      916.120   283.230    78.846     2.495    27.239     1.646     1.893    -0.161   290.380   306.790     0.00668
