CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20051018 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.625
Integrated O3 until EOF (DU)     : 256.691
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      982.380   291.660    88.780     2.012    20.483     0.186     5.361    -9.671   293.140   322.510     0.01222
 0.4      970.910   290.820    91.127     2.010    20.702     0.372     6.678   -11.043   293.280   322.290     0.01203
 0.5      959.660   290.060    92.480     1.975    20.582     0.555     8.124   -12.051   293.480   321.940     0.01176
 0.6      948.450   289.340    92.577     1.966    20.726     0.738     9.703   -12.481   293.730   321.350     0.01137
 0.7      937.410   288.530    92.385     1.906    20.334     0.916    11.608   -12.195   293.900   320.450     0.01090
 0.8      926.490   288.060    82.426     1.889    20.384     1.093    12.903   -10.890   294.400   317.730     0.00954
 0.9      915.530   287.450    86.349     1.927    21.048     1.273    12.944    -9.286   294.770   318.610     0.00971
