CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19991127 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 22.300
Integrated O3 until EOF (DU)     : 151.046
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      978.670   292.500    77.750     1.295    13.232     0.119    -3.621    -1.866   294.300   321.570     0.01133
 0.4      967.340   291.650    77.615     1.320    13.646     0.241    -1.652     0.010   294.420   320.610     0.01085
 0.5      956.180   291.070    79.000     1.370    14.328     0.368    -0.000    -0.000   294.810   320.900     0.01077
 0.6      945.050   290.300    82.000     1.390    14.708     0.497    -0.000    -0.000   295.010   321.160     0.01076
 0.7      934.050   289.650    83.462     1.385    14.824     0.625    -0.000    -0.000   295.330   321.250     0.01063
 0.8      923.200   289.270    79.000     1.380    14.948     0.754     0.783     0.161   295.930   320.230     0.00993
