CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19950902 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 125.920
Integrated O3 until EOF (DU)     : 45.191
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      982.810   286.710    47.221     3.307    33.652     0.311  9000.000  9000.000   288.130   299.440     0.00471
 0.4      971.140   285.590    51.396     3.260    33.573     0.618  9000.000  9000.000   287.980   299.600     0.00482
 0.5      959.640   284.610    56.479     3.276    34.139     0.928  9000.000  9000.000   287.970   300.110     0.00501
 0.6      948.230   283.870    58.568     3.200    33.747     1.232  9000.000  9000.000   288.200   300.370     0.00501
 0.7      936.880   282.920    61.746     3.292    35.133     1.545  9000.000  9000.000   288.220   300.450     0.00501
 0.8      925.670   281.950    65.110     3.100    33.489     1.841  9000.000  9000.000   288.230   300.490     0.00501
