CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990911 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.600
Integrated O3 until EOF (DU)     : 286.025
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
24.9       25.300   219.800     2.000    12.859   5082.700  147.548     4.802    -6.146   626.430   628.930     0.00002
25.0       24.900   220.060     1.000    13.073   5250.300  149.148     4.933    -7.313   630.040   632.490     0.00001
25.1       24.573   220.350     1.000    13.040   5306.600  150.741     5.938    -8.481   633.250   635.720     0.00001
25.2       24.173   220.320     1.000    13.127   5430.200  152.346     6.791    -9.347   636.140   638.630     0.00001
25.3       23.800   220.150     1.000    13.146   5523.400  153.953     6.998    -9.994   638.460   640.970     0.00001
25.4       23.400   221.350     1.000    13.460   5752.100  155.591     6.917   -10.651   645.050   647.610     0.00001
25.5       23.053   222.440     1.000    13.640   5916.800  157.242     7.493   -11.109   651.000   653.610     0.00002
25.6       22.718   223.330     1.000    13.801   6074.800  158.906     7.511   -11.779   656.330   658.980     0.00002
25.7       22.400   223.920     1.000    13.900   6205.400  160.577     7.337   -13.236   660.700   663.390     0.00002
25.8       22.050   224.050     1.000    14.080   6385.500  162.269     6.887   -14.441   664.060   666.780     0.00002
25.9       21.700   223.720     1.000    14.260   6571.400  163.986     6.378   -15.785   666.130   668.870     0.00002
26.0       21.400   223.090     1.000    14.148   6611.000  165.693     6.075   -16.691   666.870   669.610     0.00002
26.1       21.047   222.600     1.000    14.070   6685.100  167.395     5.249   -17.683   668.560   671.320     0.00002
26.2       20.700   222.350     1.000    14.060   6792.300  169.098     5.880   -16.885   670.990   673.770     0.00002
26.3       20.400   222.250     1.000    14.040   6882.400  170.799     7.140   -15.708   673.480   676.280     0.00002
26.4       20.100   221.950     1.000    13.861   6895.900  172.481     8.518   -14.712   675.420   678.230     0.00002
26.5       19.800   222.150     1.000    13.810   6974.700  174.154     9.368   -14.425   678.930   681.770     0.00002
26.6       19.500   222.210     1.000    13.750   7051.300  175.821    10.107   -13.588   682.080   684.960     0.00002
26.7       19.200   222.660     1.000    13.670   7119.800  177.474    10.849   -11.603   686.470   689.380     0.00002
26.8       18.900   223.120     1.000    13.590   7190.500  179.114    11.711    -9.574   691.000   693.950     0.00002
26.9       18.600   223.110     1.000    13.355   7180.100  180.725    12.562    -6.750   694.120   697.100     0.00002
27.0       18.331   222.880     1.000    13.350   7282.800  182.338    12.764    -2.235   696.290   699.280     0.00002
27.1       18.014   222.560     1.000    13.266   7364.000  183.943    12.747    -2.310   698.760   701.770     0.00002
27.2       17.800   222.700     1.000    13.225   7429.900  185.542    12.752    -2.615   701.560   704.600     0.00002
27.3       17.500   222.610     2.000    13.169   7525.100  187.135    12.758    -2.919   704.690   707.920     0.00004
27.4       17.238   222.250     2.000    12.885   7474.900  188.696    12.764    -3.223   706.580   709.820     0.00004
27.5       17.000   221.950     1.429    12.517   7363.000  190.215    12.770    -3.528   708.420   711.590     0.00003
27.6       16.728   222.120     1.000    12.570   7514.400  191.739    12.775    -3.832   712.240   715.370     0.00002
27.7       16.500   222.650     2.000    12.670   7678.800  193.271    12.781    -4.137   716.730   720.080     0.00005
27.8       16.200   222.950     1.000    12.780   7888.900  194.814    12.787    -4.441   721.450   724.670     0.00002
27.9       15.988   223.250     2.000    12.805   8009.400  196.359    12.793    -4.745   725.150   728.600     0.00005
28.0       15.700   223.150     2.000    12.640   8051.000  197.884    12.799    -5.050   728.580   732.060     0.00005
28.1       15.495   222.750     1.050    12.663   8172.300  199.415    12.804    -5.354   730.000   733.300     0.00003
28.2       15.262   222.250     1.000    12.611   8262.900  200.943    12.810    -5.659   731.510   734.810     0.00002
28.3       15.000   222.250     2.000    12.593   8395.600  202.468    12.816    -5.963   735.130   738.650     0.00005
28.4       14.800   222.320     3.000    12.483   8434.100  203.980    12.822    -6.267   738.190   741.950     0.00007
28.5       14.600   222.340     2.933    12.222   8371.200  205.460    12.827    -6.572   741.120   744.900     0.00007
28.6       14.361   223.190     2.000    12.160   8467.300  206.927    12.833    -6.876   747.450   751.120     0.00006
28.7       14.100   223.810     1.000    12.160   8624.100  208.390    12.839    -7.181   753.470   756.990     0.00003
28.8       13.900   224.350     1.000    12.246   8810.300  209.860    12.845    -7.485   758.350   761.920     0.00003
28.9       13.700   224.150     1.000    12.380   9036.500  211.347    12.850    -7.789   760.810   764.400     0.00003
29.0       13.500   223.890     1.000    12.401   9186.000  212.838    12.856    -8.094   763.120   766.730     0.00003
29.1       13.300   223.710     1.000    12.256   9214.900  214.314    12.862    -8.398   765.750   769.380     0.00003
29.2       13.100   223.430     1.000    12.140   9267.200  215.777    12.868    -8.703   768.090   771.740     0.00003
29.3       12.900   222.950     1.000    12.030   9325.600  217.230    12.873    -9.007   769.820   773.480     0.00003
29.4       12.700   222.820     1.000    11.877   9351.700  218.665    12.879    -9.311   772.790   776.480     0.00003
29.5       12.500   222.750     1.000    11.840   9472.000  220.096    12.885    -9.616   776.060   779.780     0.00003
29.6       12.300   222.750     2.000    11.670   9487.800  221.507    12.891    -9.920   779.630   783.640     0.00006
29.7       12.100   222.850     1.000    11.640   9619.800  222.913    12.896   -10.225   783.630   787.420     0.00003
29.8       11.900   222.890     1.000    11.480   9647.100  224.300    12.924   -10.844   787.480   791.320     0.00003
29.9       11.750   222.850     1.000    11.395   9697.900  225.677    14.336   -10.803   790.210   794.070     0.00003
30.0       11.600   223.150     1.000    11.232   9683.100  227.032    15.072   -10.554   794.170   798.080     0.00003
30.1       11.400   223.450     1.000    11.137   9769.500  228.374    15.088   -10.177   799.190   803.150     0.00004
30.2       11.223   223.450     1.000    11.052   9848.100  229.706    15.096    -9.803   802.770   806.760     0.00004
30.3       11.100   223.650     1.000    10.950   9864.900  231.024    15.010    -9.380   806.010   810.030     0.00004
30.4       10.900   224.050     2.000    10.905  10004.000  232.335    15.098    -8.847   811.640   816.080     0.00008
30.5       10.700   224.550     2.000    10.830  10121.000  233.634    14.982    -8.650   817.750   822.300     0.00009
30.6       10.600   225.200     1.000    10.612  10012.000  234.903    14.956    -8.290   822.330   826.560     0.00005
30.7       10.400   225.560     1.000    10.630  10221.000  236.172    14.922    -7.934   828.120   832.410     0.00005
30.8       10.273   225.980     1.000    10.597  10315.000  237.434    14.745    -7.840   832.550   836.910     0.00005
30.9       10.100   226.720     1.000    10.540  10436.000  238.686    14.580    -7.752   839.360   843.820     0.00006
31.0        9.971   227.680     2.000    10.533  10563.000  239.932    14.480    -7.699   845.970   851.140     0.00013
31.1        9.800   228.570     2.000    10.550  10765.000  241.175    14.256    -7.902   853.470   858.840     0.00015
31.2        9.689   229.060     4.111    10.560  10899.000  242.416    14.014    -8.127   858.110   865.120     0.00033
31.3        9.500   229.770     3.900    10.578  11135.000  243.656    13.638    -8.555   865.600   872.820     0.00034
31.4        9.400   230.540     3.000    10.761  11447.000  244.912    13.636    -8.560   871.120   877.900     0.00029
31.5        9.200   231.070     1.000    10.870  11815.000  246.179    13.683    -8.484   878.490   883.650     0.00010
31.6        9.100   231.250     1.000    10.995  12083.000  247.459    13.800    -8.292   881.920   887.130     0.00011
31.7        9.000   231.250     1.750    11.010  12233.000  248.741    13.800    -8.292   884.700   890.700     0.00019
31.8        8.800   231.380     2.000    11.068  12577.000  250.029    13.800    -8.292   890.860   897.250     0.00023
31.9        8.700   231.510     1.450    11.129  12792.000  251.324    13.800    -8.292   894.270   900.150     0.00017
32.0        8.600   231.350     1.381    11.157  12973.000  252.622    13.800    -8.292   896.620   902.450     0.00016
32.1        8.473   231.150     1.727    11.161  13173.000  253.922    13.800    -8.292   899.660   905.890     0.00020
32.2        8.300   231.250     1.000    11.061  13327.000  255.210    13.833    -8.311   905.340   910.880     0.00012
32.3        8.200   231.350     1.000    11.087  13521.000  256.501    13.886    -8.344   908.860   914.460     0.00012
32.4        8.100   231.390     1.000    11.104  13709.000  257.793    13.800    -8.292   912.220   917.870     0.00012
32.5        8.000   231.440     1.000    11.160  13949.000  259.091    13.943    -8.050   915.650   921.360     0.00013
32.6        7.848   231.350     1.000    11.135  14189.000  260.387    13.943    -8.050   920.310   926.070     0.00013
32.7        7.700   231.350     1.000    11.097  14412.000  261.679    13.856    -8.000   925.300   931.130     0.00013
32.8        7.600   231.150     1.000    10.998  14471.000  262.960    13.852    -7.997   927.950   933.800     0.00013
32.9        7.500   230.850     1.000    10.880  14507.000  264.229    13.906    -7.708   930.240   936.100     0.00013
33.0        7.400   230.840     1.000    10.779  14567.000  265.486    13.906    -7.708   933.790   939.700     0.00013
33.1        7.300   230.650     1.000    10.700  14658.000  266.736    13.819    -7.660   936.620   942.560     0.00013
33.2        7.200   230.550     1.000    10.450  14514.000  267.956    13.683    -7.900   939.900   945.870     0.00013
33.3        7.100   230.750     1.000    10.150  14296.000  269.140    13.597    -7.850   944.470   950.530     0.00013
33.4        7.000   231.120     1.000     9.778  13968.000  270.280    13.624    -8.513   949.800   955.970     0.00014
33.5        6.896   231.350     1.000     9.599  13921.000  271.397    13.679    -9.242   954.860   961.140     0.00015
33.6        6.800   232.020     1.000     9.536  14023.000  272.504    14.029   -10.193   961.420   967.890     0.00016
33.7        6.700   232.550     1.000     9.441  14090.000  273.597    14.741   -10.322   967.670   974.310     0.00017
33.8        6.600   232.790     1.000     9.350  14167.000  274.678    15.396    -9.998   972.860   979.620     0.00018
33.9        6.500   233.350     1.000     9.220  14185.000  275.742    15.728    -8.798   979.440   986.390     0.00019
34.0        6.400   233.630     2.000     9.172  14331.000  276.799    15.183    -7.736   984.950   994.080     0.00040
34.1        6.300   234.050     1.000     9.110  14460.000  277.847    14.448    -7.362   991.160   998.440     0.00021
34.2        6.200   234.710     1.000     9.037  14576.000  278.884    14.053    -7.160   998.480  1006.000     0.00023
34.3        6.100   235.490     1.000     8.940  14656.000  279.906    13.649    -7.257  1006.500  1014.300     0.00026
34.4        6.000   236.490     1.000     8.974  14957.000  280.928    13.350    -7.400  1015.500  1023.800     0.00029
34.5        5.900   237.090     1.000     9.060  15356.000  281.957    13.164    -7.600  1023.000  1031.600     0.00031
34.6        5.900   237.540     1.000     8.970  15203.000  282.974    12.952    -7.782  1024.900  1033.700     0.00033
34.7        5.800   238.000     1.000     8.960  15448.000  283.987    12.643    -7.597  1031.900  1041.000     0.00035
34.8        5.700   238.650     1.000     9.000  15789.000  285.003    12.171    -7.890  1039.800  1049.300     0.00038
34.9        5.600   238.850     1.000     9.066  16189.000  286.025    12.042    -8.432  1046.000  1055.700     0.00040
35.0     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
