CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19960203 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.009
Integrated O3 until EOF (DU)     : 222.289
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      989.120   296.220    77.000     0.900     9.099     0.082  9000.000  9000.000   297.150   330.810     0.01404
 0.4      977.900   295.410    77.679     0.900     9.203     0.164  9000.000  9000.000   297.300   330.080     0.01362
 0.5      966.830   294.770    77.000     0.900     9.309     0.246  9000.000  9000.000   297.610   329.290     0.01312
 0.6      955.740   294.250    73.441     0.900     9.417     0.328  9000.000  9000.000   298.070   327.760     0.01226
 0.7      944.720   293.860    68.000     0.900     9.527     0.411  9000.000  9000.000   298.660   325.910     0.01121
 0.8      933.840   293.540    62.459     0.946    10.130     0.498  9000.000  9000.000   299.320   324.230     0.01021
