CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20011217 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.600
Integrated O3 until EOF (DU)     : 227.080
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      979.130   293.990    81.579     1.310    13.379     0.120     4.446   -10.776   295.760   327.190     0.01307
 0.4      967.890   292.940    85.000     1.290    13.328     0.239     4.556   -11.868   295.670   326.780     0.01289
 0.5      956.760   292.030    88.000     1.272    13.295     0.356     4.774   -12.435   295.730   326.590     0.01274
 0.6      945.650   291.300    90.000     1.270    13.430     0.473     4.910   -13.489   295.970   326.550     0.01258
 0.7      934.690   290.450    86.875     1.271    13.601     0.591     5.644   -13.884   296.090   324.480     0.01164
 0.8      923.810   290.060    84.000     1.290    13.964     0.711     8.338   -14.441   296.680   323.870     0.01111
 0.9      913.030   289.650    71.400     1.350    14.786     0.836     8.389   -13.068   297.250   320.110     0.00930
