CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050905 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.578
Integrated O3 until EOF (DU)     : 215.389
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.900   291.170    66.630     1.850    18.803     0.171     5.181    -6.631   292.520   313.840     0.00887
 0.4      972.440   290.230    67.873     1.884    19.378     0.346     5.737    -6.974   292.550   313.310     0.00861
 0.5      961.120   289.320    71.517     1.898    19.745     0.523     6.184    -7.114   292.610   313.550     0.00866
 0.6      949.910   288.360    73.983     1.910    20.109     0.701     6.109    -7.276   292.610   313.280     0.00851
 0.7      938.740   287.590    74.016     1.900    20.240     0.879     5.914    -7.135   292.810   312.770     0.00819
 0.8      927.700   286.880    71.333     1.897    20.445     1.057     5.935    -6.675   293.080   311.740     0.00763
 0.9      916.740   286.420    67.113     1.956    21.333     1.241     5.657    -5.574   293.600   310.880     0.00704
