CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040716 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 12.200
Integrated O3 until EOF (DU)     : 188.870
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.930   291.820    70.920     2.645    26.859     0.244    10.828    -5.373   293.080   316.700     0.00983
 0.4      973.470   290.780    74.667     2.653    27.257     0.490    10.374    -5.829   293.020   316.650     0.00980
 0.5      962.190   289.870    79.154     2.630    27.333     0.734    10.332    -5.965   293.070   317.060     0.00992
 0.6      950.950   289.020    76.786     2.609    27.439     0.977    10.946    -6.050   293.190   315.550     0.00921
 0.7      939.790   288.390    72.286     2.557    27.210     1.216    11.450    -5.655   293.540   314.060     0.00843
 0.8      928.860   287.610    74.520     2.542    27.362     1.454    12.380    -5.042   293.720   314.140     0.00835
 0.9      917.960   286.720    77.860     2.480    27.014     1.687    12.430    -4.524   293.800   314.220     0.00833
