CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20010303 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 17.400
Integrated O3 until EOF (DU)     : 144.765
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      982.520   295.070    69.000     1.450    14.758     0.132  9000.000  9000.000   296.560   324.880     0.01179
 0.4      971.300   294.150    73.000     1.410    14.517     0.261  9000.000  9000.000   296.600   325.310     0.01191
 0.5      960.130   292.910    78.375     1.400    14.581     0.390  9000.000  9000.000   296.330   325.270     0.01196
 0.6      949.050   291.880    85.000     1.420    14.962     0.521  9000.000  9000.000   296.260   326.090     0.01229
 0.7      938.100   290.950    90.000     1.440    15.350     0.654  9000.000  9000.000   296.290   326.520     0.01241
 0.8      927.190   290.350    92.000     1.460    15.746     0.790  9000.000  9000.000   296.670   326.850     0.01235
