CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20041008 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.609
Integrated O3 until EOF (DU)     : 215.737
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      990.330   290.610    59.000     2.463    24.875     0.228    -7.721    -3.384   291.420   309.470     0.00753
 0.4      978.780   289.690    60.648     2.486    25.404     0.459    -6.190    -3.377   291.470   309.220     0.00738
 0.5      967.270   289.010    60.750     2.531    26.165     0.695    -4.200    -3.436   291.760   309.050     0.00716
 0.6      956.000   288.450    57.000     2.620    27.406     0.940    -2.230    -4.023   292.170   308.050     0.00655
 0.7      944.810   287.790    56.000     2.660    28.154     1.189    -1.028    -3.869   292.480   307.670     0.00624
 0.8      933.670   286.920    57.383     2.694    28.852     1.441    -0.727    -3.666   292.580   307.500     0.00611
