CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20010324 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.400
Integrated O3 until EOF (DU)     : 218.705
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.330   294.210    75.000     1.700    17.253     0.156    -8.511    -2.602   295.450   324.510     0.01210
 0.4      973.980   293.950    73.000     1.688    17.329     0.310    -8.607    -2.631   296.170   324.410     0.01172
 0.5      962.800   293.450    74.000     1.640    17.034     0.461    -8.174    -1.441   296.640   324.810     0.01165
 0.6      951.690   292.750    73.000     1.630    17.127     0.611    -7.960    -4.435   296.910   323.900     0.01113
 0.7      940.760   292.330    65.800     1.632    17.348     0.761    -8.186    -4.538   297.460   321.510     0.00988
 0.8      929.900   291.650    62.667     1.653    17.780     0.914    -7.241    -4.823   297.750   320.030     0.00912
