CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19981003 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 12.025
Integrated O3 until EOF (DU)     : 229.614
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      992.500   289.750    65.500     2.300    23.174     0.214    -7.179    -1.009   290.370   309.270     0.00789
 0.4      980.950   288.550    65.500     2.315    23.600     0.430    -8.148    -1.291   290.140   307.890     0.00738
 0.5      969.450   287.630    67.750     2.368    24.421     0.651    -8.575    -1.980   290.180   307.730     0.00728
 0.6      958.010   286.860    61.125     2.389    24.934     0.876    -8.354    -0.878   290.390   305.690     0.00632
 0.7      946.740   286.250    57.000     2.420    25.561     1.103    -8.880    -1.985   290.750   304.670     0.00573
 0.8      935.500   285.550    58.000     2.440    26.082     1.333    -9.129    -1.774   291.020   304.760     0.00563
