CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990731 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.500
Integrated O3 until EOF (DU)     : 239.472
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      974.700   290.250    86.000     2.960    30.368     0.275     3.656    -5.851   292.380   318.630     0.01090
 0.4      963.300   289.350    92.000     2.970    30.832     0.551     3.900    -6.755   292.450   319.350     0.01113
 0.5      952.020   288.480    92.846     3.035    31.876     0.834     4.397    -7.932   292.550   318.610     0.01074
 0.6      940.890   287.950    90.875     2.890    30.716     1.104     5.296    -9.555   292.990   318.010     0.01028
 0.7      929.800   287.410    89.182     2.840    30.544     1.371     5.341    -9.251   293.430   317.510     0.00986
 0.8      918.920   286.650    89.182     2.820    30.688     1.635     4.891    -9.199   293.640   316.890     0.00948
 0.9      908.000   286.250    89.000     2.770    30.507     1.896     5.120    -7.883   294.230   317.180     0.00933
