CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19960322 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.439
Integrated O3 until EOF (DU)     : 194.220
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      978.360   293.610    69.200     0.600     6.133     0.055  9000.000  9000.000   295.450   321.500     0.01083
 0.4      967.240   292.640    74.529     0.600     6.203     0.110  9000.000  9000.000   295.430   322.230     0.01110
 0.5      956.060   291.840    77.355     0.600     6.276     0.166  9000.000  9000.000   295.600   322.430     0.01107
 0.6      945.010   290.460    84.893     0.600     6.349     0.221  9000.000  9000.000   295.170   322.530     0.01125
 0.7      933.980   289.730    86.269     0.600     6.424     0.277  9000.000  9000.000   295.430   322.370     0.01105
 0.8      923.070   289.620    74.543     0.600     6.500     0.333  9000.000  9000.000   296.300   319.770     0.00959
