CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040327 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.800
Integrated O3 until EOF (DU)     : 211.120
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.130   293.890    55.119     1.772    18.010     0.162    -4.623     0.091   295.230   316.190     0.00873
 0.4      972.800   292.810    57.605     1.770    18.195     0.325    -5.018     0.175   295.120   315.890     0.00862
 0.5      961.590   291.840    60.023     1.770    18.407     0.488    -5.092     0.083   295.120   315.780     0.00854
 0.6      950.440   290.920    62.326     1.783    18.763     0.654    -4.568    -0.533   295.160   315.700     0.00846
 0.7      939.360   289.990    65.404     1.794    19.099     0.820    -4.807    -0.848   295.200   315.810     0.00846
 0.8      928.370   289.120    67.268     1.800    19.389     0.988    -4.944    -1.221   295.300   315.650     0.00832
