CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040730 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.000
Integrated O3 until EOF (DU)     : 220.798
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.250   288.350    63.448     3.091    31.410     0.289    -0.997     3.067   289.650   306.550     0.00703
 0.4      972.700   287.330    67.410     3.079    31.653     0.577    -0.778     2.395   289.600   306.650     0.00707
 0.5      961.290   286.310    71.031     3.043    31.657     0.863    -0.487     2.316   289.550   306.610     0.00705
 0.6      949.900   285.230    75.677     2.994    31.522     1.146     0.114     3.140   289.430   306.610     0.00708
 0.7      938.600   284.330    80.119     2.994    31.896     1.430     0.825     3.504   289.500   306.900     0.00714
 0.8      927.390   283.410    84.677     2.991    32.253     1.714     1.176     3.963   289.570   307.130     0.00718
 0.9      916.370   282.320    88.857     2.959    32.286     1.996     2.458     4.903   289.430   306.820     0.00708
