CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19941102 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.662
Integrated O3 until EOF (DU)     : 267.090
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.4      976.020   289.860    71.968     2.600    26.639     0.242  9000.000  9000.000   291.870   313.250     0.00888
 0.5      964.680   288.970    75.192     2.519    26.115     0.476  9000.000  9000.000   291.940   313.360     0.00886
 0.6      953.460   288.220    77.207     2.400    25.172     0.700  9000.000  9000.000   292.160   313.420     0.00877
 0.7      942.280   287.460    77.294     2.400    25.470     0.925  9000.000  9000.000   292.370   312.940     0.00845
 0.8      931.180   286.710    80.000     2.300    24.700     1.141  9000.000  9000.000   292.590   313.170     0.00843
