CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040313 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.700
Integrated O3 until EOF (DU)     : 217.652
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      980.890   295.040    65.000     0.610     6.219     0.056     0.152     2.954   296.670   323.360     0.01110
 0.4      969.730   294.240    65.863     0.600     6.187     0.111    -0.268     2.844   296.820   322.930     0.01082
 0.5      958.620   293.210    73.789     0.600     6.259     0.166    -0.354     3.371   296.760   324.560     0.01149
 0.6      947.580   292.420    73.143     0.597     6.298     0.221     0.407     3.660   296.940   323.600     0.01097
 0.7      936.560   291.700    68.091     0.569     6.076     0.273     1.036     3.966   297.200   321.260     0.00987
 0.8      925.680   290.820    69.862     0.560     6.050     0.325     0.782     4.025   297.290   320.970     0.00968
 0.9      914.950   289.900    72.625     0.570     6.230     0.378     1.138     3.461   297.330   320.890     0.00960
