CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050909 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.439
Integrated O3 until EOF (DU)     : 223.297
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      988.000   291.220    68.111     1.991    20.153     0.184    -3.520    -5.305   292.220   313.950     0.00906
 0.4      976.520   290.230    71.583     1.983    20.309     0.368    -3.910    -5.518   292.200   313.960     0.00904
 0.5      965.170   289.210    76.815     1.999    20.712     0.554    -4.253    -5.662   292.140   314.340     0.00919
 0.6      953.820   288.200    80.848     1.970    20.654     0.738    -4.599    -5.594   292.100   314.320     0.00916
 0.7      942.650   287.570    82.925     1.970    20.898     0.923    -4.782    -5.516   292.450   314.670     0.00913
 0.8      931.580   286.990    84.000     1.949    20.926     1.106    -5.060    -5.327   292.840   314.840     0.00901
