CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990710 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.500
Integrated O3 until EOF (DU)     : 225.813
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.390   290.360    85.909     2.090    21.231     0.194     1.763    -0.777   291.660   317.730     0.01085
 0.4      973.000   290.350    77.000     2.060    21.172     0.385     4.483    -0.392   292.620   316.330     0.00984
 0.5      961.700   289.650    82.000     2.020    21.004     0.573     5.081    -0.444   292.890   317.400     0.01013
 0.6      950.400   288.970    80.000     2.020    21.254     0.761     4.799    -0.102   293.190   316.430     0.00957
 0.7      939.220   288.260    86.063     1.980    21.081     0.946     5.446     1.976   293.450   317.680     0.00995
 0.8      928.200   287.770    79.818     1.970    21.224     1.130     5.100     2.966   293.940   316.050     0.00904
 0.9      917.360   287.710    75.000     2.050    22.347     1.322     4.573     2.598   294.870   315.880     0.00857
