CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19960913 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.751
Integrated O3 until EOF (DU)     : 254.379
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
24.2       28.599   217.780     0.000    13.101   4581.200  124.785  9000.000  9000.000   599.400   601.580     0.00000
24.3       28.151   217.420     0.000    12.700   4511.300  126.358  9000.000  9000.000   601.090   603.280     0.00000
24.4       27.713   217.130     0.000    12.700   4582.700  127.933  9000.000  9000.000   602.970   605.180     0.00000
24.5       27.281   217.150     0.000    12.619   4625.600  129.498  9000.000  9000.000   605.750   607.970     0.00000
24.6       26.855   217.150     0.000    12.864   4790.000  131.093  9000.000  9000.000   608.470   610.710     0.00000
24.7       26.435   217.360     0.000    12.800   4842.100  132.678  9000.000  9000.000   611.790   614.060     0.00000
24.8       26.024   217.870     0.000    12.888   4952.200  134.271  9000.000  9000.000   615.980   618.270     0.00000
24.9       25.620   218.330     0.000    13.240   5167.800  135.904  9000.000  9000.000   620.040   622.350     0.00000
25.0       25.222   218.680     0.000    13.031   5166.600  137.509  9000.000  9000.000   623.810   626.150     0.00000
25.1       24.831   218.840     0.000    13.188   5310.800  139.131  9000.000  9000.000   627.040   629.400     0.00000
25.2       24.446   218.930     0.000    12.823   5245.400  140.708  9000.000  9000.000   630.100   632.480     0.00000
25.3       24.068   219.230     0.000    13.545   5627.900  142.372  9000.000  9000.000   633.770   636.170     0.00000
25.4       23.696   219.250     0.000    13.301   5612.900  144.006  9000.000  9000.000   636.640   639.060     0.00000
25.5       23.332   219.040     0.000    13.353   5722.900  145.647  9000.000  9000.000   638.870   641.320     0.00000
25.6       22.968   218.860     0.000    13.392   5830.700  147.295  9000.000  9000.000   641.180   643.650     0.00000
25.7       22.611   218.950     0.000    13.303   5883.400  148.931  9000.000  9000.000   644.310   646.800     0.00000
25.8       22.262   219.360     0.000    12.838   5766.700  150.506  9000.000  9000.000   648.400   650.920     0.00000
25.9       21.920   220.110     0.000    12.760   5821.200  152.067  9000.000  9000.000   653.500   656.040     0.00000
26.0       21.583   221.000     0.000    12.844   5951.100  153.632  9000.000  9000.000   659.030   661.610     0.00000
26.1       21.253   221.580     0.000    13.395   6302.500  155.260  9000.000  9000.000   663.670   666.270     0.00000
26.2       20.927   222.350     0.000    12.963   6194.600  156.830  9000.000  9000.000   668.920   671.550     0.00000
26.3       20.611   223.740     0.000    13.658   6626.700  158.474  9000.000  9000.000   676.040   678.720     0.00000
26.4       20.297   224.660     0.000    13.908   6852.100  160.140  9000.000  9000.000   681.760   684.460     0.00000
26.5       19.991   225.100     0.000    13.855   6930.400  161.798  9000.000  9000.000   686.080   688.820     0.00000
26.6       19.691   225.050     0.000    14.200   7211.400  163.497  9000.000  9000.000   688.870   691.630     0.00000
26.7       19.394   225.100     0.000    14.147   7294.500  165.189  9000.000  9000.000   692.030   694.810     0.00000
26.8       19.103   225.250     0.000    14.199   7432.700  166.886  9000.000  9000.000   695.460   698.270     0.00000
26.9       18.815   225.600     0.000    14.998   7971.400  168.676  9000.000  9000.000   699.580   702.410     0.00000
27.0       18.533   225.770     0.000    14.659   7909.900  170.425  9000.000  9000.000   703.130   705.990     0.00000
27.1       18.254   226.040     0.000    14.014   7677.000  172.094  9000.000  9000.000   707.020   709.910     0.00000
27.2       17.981   226.370     0.000    14.075   7827.500  173.768  9000.000  9000.000   711.080   713.990     0.00000
27.3       17.711   226.640     0.000    13.714   7743.500  175.397  9000.000  9000.000   715.000   717.940     0.00000
27.4       17.445   226.570     0.000    14.295   8194.100  177.096  9000.000  9000.000   717.860   720.820     0.00000
27.5       17.185   226.120     0.000    13.684   7962.900  178.726  9000.000  9000.000   719.520   722.500     0.00000
27.6       16.926   225.800     0.000    13.747   8122.000  180.365  9000.000  9000.000   721.620   724.620     0.00000
27.7       16.672   225.350     0.000    14.089   8450.400  182.049  9000.000  9000.000   723.280   726.300     0.00000
27.8       16.421   225.390     0.000    13.440   8184.300  183.654  9000.000  9000.000   726.540   729.590     0.00000
27.9       16.175   225.530     0.000    13.458   8320.600  185.261  9000.000  9000.000   730.150   733.220     0.00000
28.0       15.931   225.670     0.000    13.354   8382.400  186.854  9000.000  9000.000   733.770   736.860     0.00000
28.1       15.693   225.750     0.000    13.171   8393.300  188.425  9000.000  9000.000   737.160   740.280     0.00000
28.2       15.457   225.700     0.000    12.705   8219.400  189.941  9000.000  9000.000   740.210   743.350     0.00000
28.3       15.225   225.610     0.000    12.609   8281.800  191.446  9000.000  9000.000   743.120   746.290     0.00000
28.4       14.999   225.500     0.000    12.638   8425.400  192.955  9000.000  9000.000   745.970   749.170     0.00000
28.5       14.773   225.390     0.000    12.666   8573.400  194.468  9000.000  9000.000   748.830   752.040     0.00000
28.6       14.547   225.270     0.000    12.694   8726.000  195.985  9000.000  9000.000   751.680   754.920     0.00000
28.7       14.328   225.630     0.000    12.357   8623.900  197.460  9000.000  9000.000   756.120   759.390     0.00000
28.8       14.113   225.970     0.000    12.143   8604.300  198.907  9000.000  9000.000   760.550   763.850     0.00000
28.9       13.902   226.020     0.000    12.249   8811.400  200.366  9000.000  9000.000   764.010   767.340     0.00000
29.0       13.693   226.210     0.000    12.139   8865.400  201.811  9000.000  9000.000   767.930   771.280     0.00000
29.1       13.488   226.350     0.000    12.337   9146.600  203.279  9000.000  9000.000   771.710   775.090     0.00000
29.2       13.286   226.290     0.000    12.657   9526.600  204.785  9000.000  9000.000   774.830   778.240     0.00000
29.3       13.086   226.230     0.000    11.505   8791.200  206.154  9000.000  9000.000   777.950   781.390     0.00000
29.4       12.892   225.900     0.000    11.569   8974.500  207.533  9000.000  9000.000   780.170   783.630     0.00000
29.5       12.698   225.650     0.000    11.447   9014.800  208.899  9000.000  9000.000   782.650   786.130     0.00000
29.6       12.508   225.550     0.000    11.177   8936.000  210.234  9000.000  9000.000   785.690   789.200     0.00000
29.7       12.319   225.550     0.000    10.925   8868.600  211.538  9000.000  9000.000   789.090   792.630     0.00000
29.8       12.135   225.550     0.000    10.817   8914.300  212.829  9000.000  9000.000   792.510   796.080     0.00000
29.9       11.951   225.550     0.000    10.726   8974.400  214.110  9000.000  9000.000   795.940   799.530     0.00000
30.0       11.771   224.970     0.000    11.021   9362.900  215.429  9000.000  9000.000   797.320   800.930     0.00000
30.1       11.593   224.460     0.000    10.693   9223.700  216.711  9000.000  9000.000   798.990   802.620     0.00000
30.2       11.419   224.890     0.000    10.681   9353.800  217.990  9000.000  9000.000   804.000   807.660     0.00000
30.3       11.247   225.410     0.000    10.853   9650.500  219.287  9000.000  9000.000   809.340   813.040     0.00000
30.4       11.077   225.860     0.000    10.348   9341.500  220.520  9000.000  9000.000   814.450   818.190     0.00000
30.5       10.911   225.960     0.000     9.115   8353.400  221.607  9000.000  9000.000   818.320   822.090     0.00000
30.6       10.748   225.650     0.000     9.229   8586.800  222.708  9000.000  9000.000   820.710   824.510     0.00000
30.7       10.586   225.660     0.000     9.470   8945.800  223.838  9000.000  9000.000   824.330   828.150     0.00000
30.8       10.427   225.820     0.000     9.965   9557.000  225.026  9000.000  9000.000   828.470   832.320     0.00000
30.9       10.270   226.180     0.000    10.459  10184.000  226.271  9000.000  9000.000   833.370   837.250     0.00000
31.0       10.118   226.320     0.000    10.450  10328.000  227.514  9000.000  9000.000   837.500   841.420     0.00000
31.1        9.969   226.440     0.000    10.176  10208.000  228.724  9000.000  9000.000   841.590   845.540     0.00000
31.2        9.819   226.570     0.000     9.902  10084.000  229.901  9000.000  9000.000   845.670   849.660     0.00000
31.3        9.670   226.690     0.000     9.629   9957.000  231.045  9000.000  9000.000   849.760   853.780     0.00000
31.4        9.524   226.750     0.000     9.273   9736.000  232.146  9000.000  9000.000   853.610   857.660     0.00000
31.5        9.382   227.000     0.000     8.398   8950.900  233.142  9000.000  9000.000   858.230   862.320     0.00000
31.6        9.243   228.160     0.000     7.611   8233.900  234.040  9000.000  9000.000   866.330   870.470     0.00000
31.7        9.104   229.320     0.000     6.824   7495.000  234.842  9000.000  9000.000   874.430   878.620     0.00000
31.8        8.971   229.820     0.000     6.886   7676.400  235.648  9000.000  9000.000   880.110   884.340     0.00000
31.9        8.837   230.310     0.000     6.975   7892.800  236.464  9000.000  9000.000   885.730   890.000     0.00000
32.0        8.708   231.100     0.000     6.908   7932.900  237.269  9000.000  9000.000   892.490   896.810     0.00000
32.1        8.580   231.970     0.000     6.800   7925.600  238.058  9000.000  9000.000   899.630   904.000     0.00000
32.2        8.455   232.750     0.000     6.860   8113.900  238.852  9000.000  9000.000   906.470   910.880     0.00000
32.3        8.333   233.560     0.000     7.023   8427.700  239.661  9000.000  9000.000   913.440   917.900     0.00000
32.4        8.211   234.380     0.000     7.185   8750.900  240.487  9000.000  9000.000   920.410   924.920     0.00000
32.5        8.092   234.510     0.000     7.167   8857.200  241.310  9000.000  9000.000   924.760   929.300     0.00000
32.6        7.975   235.300     0.000     6.724   8431.800  242.079  9000.000  9000.000   931.760   936.350     0.00000
32.7        7.860   235.870     0.000     6.341   8067.100  242.803  9000.000  9000.000   937.860   942.490     0.00000
32.8        7.747   236.050     0.000     5.836   7533.000  243.469  9000.000  9000.000   942.460   947.130     0.00000
32.9        7.637   236.200     0.000     5.558   7277.700  244.102  9000.000  9000.000   946.960   951.660     0.00000
33.0        7.528   236.450     0.000     5.485   7286.600  244.727  9000.000  9000.000   951.900   956.640     0.00000
33.1        7.418   236.710     0.000     5.412   7295.700  245.343  9000.000  9000.000   956.830   961.620     0.00000
33.2        7.313   237.540     0.000     5.400   7384.500  245.955  9000.000  9000.000   964.120   968.950     0.00000
33.3        7.208   238.110     0.000     5.217   7237.000  246.545  9000.000  9000.000   970.400   975.280     0.00000
33.4        7.106   238.480     0.000     5.153   7251.600  247.127  9000.000  9000.000   975.910   980.830     0.00000
33.5        7.004   238.840     0.000     5.102   7284.400  247.702  9000.000  9000.000   981.360   986.330     0.00000
33.6        6.905   240.090     0.000     4.910   7110.700  248.252  9000.000  9000.000   990.510   995.540     0.00000
33.7        6.809   240.610     0.000     4.809   7062.600  248.791  9000.000  9000.000   996.690  1001.800     0.00000
33.8        6.713   241.090     0.000     4.713   7020.500  249.317  9000.000  9000.000  1002.700  1007.800     0.00000
33.9        6.618   241.150     0.000     4.536   6853.900  249.823  9000.000  9000.000  1007.000  1012.200     0.00000
34.0        6.524   241.150     0.000     4.424   6781.300  250.317  9000.000  9000.000  1011.100  1016.300     0.00000
34.1        6.434   241.500     0.000     4.356   6770.300  250.803  9000.000  9000.000  1016.700  1021.900     0.00000
34.2        6.344   241.980     0.000     4.296   6771.700  251.281  9000.000  9000.000  1022.800  1028.100     0.00000
34.3        6.255   242.460     0.000     4.236   6773.300  251.752  9000.000  9000.000  1029.000  1034.300     0.00000
34.4        6.167   243.090     0.000     4.167   6756.900  252.213  9000.000  9000.000  1035.800  1041.200     0.00000
34.5        6.082   243.970     0.000     4.082   6711.700  252.664  9000.000  9000.000  1043.700  1049.200     0.00000
34.6        5.997   244.840     0.000     3.998   6665.300  253.103  9000.000  9000.000  1051.600  1057.100     0.00000
34.7        5.913   245.720     0.000     3.913   6617.500  253.532  9000.000  9000.000  1059.600  1065.100     0.00000
34.8        5.831   246.260     0.000     3.900   6688.500  253.958  9000.000  9000.000  1066.100  1071.700     0.00000
34.9        5.751   246.600     0.000     3.851   6696.100  254.379  9000.000  9000.000  1071.800  1077.400     0.00000
35.0     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
