CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20010224 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 80.100
Integrated O3 until EOF (DU)     : 29.439
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      982.000   294.650    72.429     0.854     8.699     0.078    -6.008     2.480   296.180   325.150     0.01205
 0.4      970.790   293.650    76.091     0.869     8.952     0.158    -4.221     2.847   296.140   325.160     0.01203
 0.5      959.600   292.950    75.333     0.870     9.066     0.238    -5.092     1.988   296.410   324.320     0.01153
 0.6      948.540   292.390    75.000     0.870     9.172     0.318    -4.821     2.623   296.830   324.060     0.01121
 0.7      937.500   291.550    76.000     0.870     9.280     0.398    -3.848     2.133   296.960   323.510     0.01090
 0.8      926.740   290.920    77.000     0.870     9.388     0.479    -4.042     1.552   297.290   323.520     0.01073
 0.9      915.920   290.450    74.000     0.878     9.590     0.560    -5.220     2.527   297.810   322.650     0.01012
