CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040522 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.510
Integrated O3 until EOF (DU)     : 205.646
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      982.100   291.350    85.000     1.850    18.837     0.171     4.734    -9.707   292.850   320.420     0.01147
 0.4      970.600   290.860    84.000     1.834    18.893     0.341     4.949   -10.614   293.350   320.170     0.01112
 0.5      959.360   290.400    84.000     1.763    18.377     0.504     5.313   -11.300   293.850   320.280     0.01092
 0.6      948.260   290.030    84.000     1.724    18.178     0.664     5.764   -11.818   294.450   320.650     0.01079
 0.7      937.120   289.390    88.476     1.695    18.090     0.822     6.441   -12.032   294.790   321.680     0.01103
 0.8      926.210   288.730    91.810     1.654    17.855     0.976     7.290   -11.927   295.100   322.250     0.01110
 0.9      915.370   287.870    93.000     1.601    17.487     1.126     8.072   -11.558   295.210   321.620     0.01076
