CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19941123 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 128.480
Integrated O3 until EOF (DU)     : 37.097
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      981.670   290.400    63.647     1.718    17.497     0.159  9000.000  9000.000   291.940   311.370     0.00809
 0.4      970.210   289.420    67.973     1.800    18.553     0.327  9000.000  9000.000   291.920   311.710     0.00820
 0.5      958.870   288.460    70.472     1.800    18.772     0.495  9000.000  9000.000   291.930   311.500     0.00808
 0.6      947.560   287.560    73.464     1.777    18.751     0.661  9000.000  9000.000   292.000   311.530     0.00804
 0.7      936.480   286.630    76.938     1.731    18.487     0.824  9000.000  9000.000   292.030   311.570     0.00801
 0.8      925.410   285.630    80.463     1.727    18.660     0.987  9000.000  9000.000   292.010   311.430     0.00794
