CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050624 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.934
Integrated O3 until EOF (DU)     : 222.609
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      976.340   292.500    67.373     2.094    21.445     0.193    10.234   -13.100   294.500   318.210     0.00985
 0.4      965.090   291.570    70.706     2.089    21.650     0.386    10.886   -13.789   294.540   318.350     0.00985
 0.5      953.870   290.560    74.380     2.080    21.806     0.578    10.936   -14.120   294.500   318.330     0.00983
 0.6      942.810   289.660    78.140     2.080    22.062     0.772    11.124   -13.737   294.560   318.540     0.00986
 0.7      931.770   288.660    82.467     2.061    22.116     0.964    11.823   -13.631   294.530   318.630     0.00987
 0.8      920.870   287.820    86.538     2.032    22.069     1.154    13.133   -13.708   294.660   318.960     0.00992
 0.9      910.050   287.010    87.000     2.010    22.087     1.343    13.819   -13.161   294.820   318.350     0.00957
