CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990408 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 57.155
Integrated O3 until EOF (DU)     : 59.963
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2      983.300   292.950    84.000     3.040    30.916     0.279     6.615    -4.133   294.360   324.490     0.01254
 0.3      971.960   292.010    89.412     3.030    31.174     0.559     6.877    -4.466   294.380   325.050     0.01272
 0.4      960.730   291.070    93.833     3.018    31.417     0.838     7.130    -4.809   294.410   325.170     0.01272
 0.5      949.610   290.460    94.000     2.980    31.381     1.114     7.372    -5.162   294.770   324.870     0.01240
 0.6      938.530   289.750    91.000     2.870    30.580     1.381     7.782    -5.449   295.030   323.300     0.01160
 0.7      927.680   289.050    92.000     2.850    30.722     1.646     8.200    -5.742   295.300   323.020     0.01134
 0.8      916.800   288.550    88.333     2.797    30.505     1.907     8.574    -6.003   295.780   321.950     0.01067
 0.9      906.060   287.850    89.400     2.720    30.020     2.162     9.070    -6.118   296.050   321.750     0.01044
