CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050603 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.300
Integrated O3 until EOF (DU)     : 218.318
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.740   292.430    80.795     0.886     8.996     0.082     0.867    -5.247   293.720   321.700     0.01165
 0.4      973.450   291.490    81.918     0.832     8.552     0.158     0.854    -6.015   293.730   320.860     0.01126
 0.5      962.050   290.620    84.815     0.806     8.381     0.233     0.950    -6.127   293.840   320.830     0.01116
 0.6      950.980   290.110    77.000     0.866     9.106     0.314     1.504    -5.982   294.290   318.360     0.00992
 0.7      939.810   289.460    75.518     0.910     9.683     0.398     2.373    -6.041   294.620   317.600     0.00944
 0.8      928.840   288.850    75.327     0.907     9.760     0.483     3.484    -5.877   294.990   317.370     0.00916
 0.9      918.060   288.690    68.875     1.031    11.226     0.579     4.034    -6.211   295.800   316.350     0.00838
