CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19960726 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 56.345
Integrated O3 until EOF (DU)     : 83.783
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      978.200   290.410    59.340     3.000    30.669     0.278  9000.000  9000.000   292.240   310.460     0.00757
 0.4      966.800   289.450    62.000     3.100    32.065     0.567  9000.000  9000.000   292.250   310.410     0.00752
 0.5      955.480   288.470    65.447     3.000    31.398     0.847  9000.000  9000.000   292.240   310.510     0.00754
 0.6      944.260   287.500    68.773     3.000    31.771     1.128  9000.000  9000.000   292.230   310.530     0.00752
 0.7      933.110   286.560    71.897     2.900    31.079     1.400  9000.000  9000.000   292.270   310.530     0.00748
 0.8      922.090   285.640    71.757     3.000    32.535     1.683  9000.000  9000.000   292.310   309.730     0.00711
