CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050610 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.508
Integrated O3 until EOF (DU)     : 239.800
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      974.320   293.030    79.077     1.922    19.730     0.177     6.554    -7.304   295.210   324.070     0.01198
 0.4      963.070   292.090    83.288     1.950    20.248     0.356     6.800    -7.822   295.240   324.300     0.01202
 0.5      951.930   291.270    86.000     2.007    21.085     0.542     7.538    -8.109   295.390   324.320     0.01192
 0.6      940.890   290.470    79.069     2.048    21.762     0.732     8.539    -8.192   295.560   321.220     0.01054
 0.7      929.950   289.930    70.911     2.185    23.498     0.935     9.062    -8.451   295.990   318.540     0.00923
 0.8      919.080   289.650    59.368     2.220    24.154     1.141     9.292    -8.665   296.700   315.540     0.00768
 0.9      908.460   289.560    48.000     2.254    24.812     1.351     9.680    -8.760   297.590   312.980     0.00625
