CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040703 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 8.000
Integrated O3 until EOF (DU)     : 185.874
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.910   291.480    74.741     2.237    22.717     0.207     1.341   -10.204   292.750   317.100     0.01014
 0.4      973.490   290.490    78.518     2.210    22.702     0.412     1.214   -11.551   292.720   317.110     0.01012
 0.5      962.100   289.580    80.667     2.200    22.867     0.616     1.345   -12.796   292.790   316.780     0.00992
 0.6      950.950   288.710    84.143     2.200    23.135     0.821     1.911   -13.595   292.880   316.890     0.00990
 0.7      939.770   287.890    87.778     2.173    23.126     1.025     2.220   -14.194   293.030   317.150     0.00990
 0.8      928.710   287.030    82.423     2.168    23.343     1.228     2.496   -14.465   293.150   314.890     0.00890
 0.9      917.770   286.420    79.167     2.198    23.953     1.435     2.731   -14.274   293.500   313.860     0.00830
