CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20051122 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 23.081
Integrated O3 until EOF (DU)     : 151.408
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      987.140   293.840    74.091     0.580     5.876     0.053    -2.099     0.277   294.930   322.900     0.01166
 0.4      975.790   292.600    76.158     0.582     5.960     0.107    -2.643    -0.124   294.650   321.640     0.01121
 0.5      964.420   292.000    77.867     0.590     6.118     0.161    -3.209    -0.488   295.030   322.010     0.01116
 0.6      953.310   291.170    81.119     0.626     6.562     0.219    -3.705    -0.681   295.160   322.210     0.01116
 0.7      942.240   290.290    84.632     0.630     6.686     0.277    -3.559    -0.610   295.250   322.340     0.01113
 0.8      931.330   289.390    88.241     0.634     6.803     0.336    -2.903    -1.025   295.310   322.360     0.01108
