CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19951209 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.246
Integrated O3 until EOF (DU)     : 249.487
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      986.500   292.850    69.000     1.450    14.698     0.133  9000.000  9000.000   293.990   318.470     0.01020
 0.4      975.040   291.890    71.519     1.452    14.890     0.267  9000.000  9000.000   294.000   318.250     0.01007
 0.5      963.740   291.120    68.357     1.600    16.602     0.415  9000.000  9000.000   294.200   316.600     0.00927
 0.6      952.590   290.980    50.286     1.871    19.646     0.588  9000.000  9000.000   295.030   311.620     0.00684
 0.7      941.470   290.220    51.765     1.923    20.431     0.767  9000.000  9000.000   295.250   311.760     0.00678
 0.8      930.470   289.400    53.769     2.000    21.495     0.953  9000.000  9000.000   295.400   311.910     0.00676
