CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19951007 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 11.388
Integrated O3 until EOF (DU)     : 235.676
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.870   289.040    89.045     2.500    25.410     0.233  9000.000  9000.000   290.380   315.190     0.01033
 0.4      972.330   288.250    90.280     2.500    25.711     0.466  9000.000  9000.000   290.560   314.840     0.01007
 0.5      961.020   287.840    88.528     2.526    26.289     0.703  9000.000  9000.000   291.120   314.660     0.00973
 0.6      949.670   287.070    91.000     2.538    26.728     0.941  9000.000  9000.000   291.330   314.690     0.00962
 0.7      938.500   286.650    90.000     2.500    26.638     1.176  9000.000  9000.000   291.880   314.700     0.00937
 0.8      927.470   285.870    91.255     2.474    26.680     1.409  9000.000  9000.000   292.070   314.390     0.00913
