CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19951230 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.071
Integrated O3 until EOF (DU)     : 214.960
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      987.330   294.020    73.500     0.800     8.103     0.073  9000.000  9000.000   295.100   323.160     0.01170
 0.4      975.910   293.260    76.978     0.800     8.197     0.147  9000.000  9000.000   295.300   323.730     0.01181
 0.5      964.720   292.660    74.541     0.800     8.293     0.220  9000.000  9000.000   295.670   322.580     0.01114
 0.6      953.570   292.120    72.912     0.800     8.389     0.294  9000.000  9000.000   296.110   321.940     0.01066
 0.7      942.590   291.390    72.000     0.800     8.487     0.368  9000.000  9000.000   296.340   321.070     0.01016
 0.8      931.720   290.760    71.000     0.800     8.586     0.442  9000.000  9000.000   296.670   320.440     0.00974
