CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990724 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 60.344
Integrated O3 until EOF (DU)     : 48.084
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.760   291.210    76.364     2.310    23.481     0.214  9000.000  9000.000   292.570   317.070     0.01020
 0.4      972.410   290.260    81.923     2.320    23.858     0.429  9000.000  9000.000   292.580   317.680     0.01041
 0.5      961.080   289.570    71.167     2.324    24.183     0.645  9000.000  9000.000   292.860   314.030     0.00875
 0.6      949.800   289.050    56.556     2.384    25.105     0.867  9000.000  9000.000   293.320   309.850     0.00681
 0.7      938.670   288.630    53.167     2.472    26.332     1.098  9000.000  9000.000   293.880   309.250     0.00630
 0.8      927.630   287.880    56.000     2.503    26.983     1.332  9000.000  9000.000   294.110   309.750     0.00640
