CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20031111 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.120
Integrated O3 until EOF (DU)     : 223.707
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      981.640   292.010    69.190     1.576    16.057     0.145     4.442    -7.183   293.560   316.980     0.00975
 0.4      970.250   291.080    73.831     1.557    16.050     0.289     4.824    -7.272   293.600   317.520     0.00992
 0.5      958.920   290.140    77.710     1.533    15.986     0.432     5.364    -6.974   293.630   317.680     0.00994
 0.6      947.780   289.220    79.548     1.516    15.990     0.573     6.008    -6.484   293.680   317.250     0.00971
 0.7      936.770   288.530    76.855     1.500    16.013     0.713     7.107    -5.686   293.950   316.060     0.00907
 0.8      925.770   287.950    72.016     1.493    16.131     0.852     8.348    -4.434   294.350   314.610     0.00828
 0.9      914.830   287.280    75.000     1.480    16.178     0.991     9.495    -3.516   294.660   315.170     0.00835
