CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990807 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 26.400
Integrated O3 until EOF (DU)     : 123.303
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      980.500   291.950    72.000     2.480    25.293     0.229     6.448   -11.632   293.590   317.910     0.01012
 0.4      969.090   291.040    73.000     2.500    25.797     0.460     7.178   -12.950   293.660   317.290     0.00979
 0.5      957.910   290.060    77.000     2.470    25.785     0.689     7.793   -14.058   293.640   317.400     0.00981
 0.6      946.700   289.470    71.000     2.488    26.278     0.921     8.366   -15.092   294.020   315.440     0.00881
 0.7      935.700   288.770    70.818     2.514    26.864     1.155     9.232   -15.990   294.290   315.010     0.00850
 0.8      924.710   287.860    74.000     2.491    26.941     1.388     9.955   -16.651   294.350   315.080     0.00847
 0.9      913.800   287.150    78.000     2.480    27.139     1.621    10.651   -17.046   294.620   315.790     0.00862
