CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19961101 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.780
Integrated O3 until EOF (DU)     : 254.715
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.040   291.870    70.391     1.900    19.328     0.175  9000.000  9000.000   293.300   316.880     0.00981
 0.4      971.630   291.100    68.000     1.900    19.555     0.351  9000.000  9000.000   293.500   315.520     0.00913
 0.5      960.310   290.220    70.700     1.900    19.785     0.527  9000.000  9000.000   293.590   315.550     0.00908
 0.6      949.240   289.440    74.125     1.847    19.456     0.699  9000.000  9000.000   293.760   315.990     0.00915
 0.7      938.190   288.510    79.000     1.800    19.186     0.867  9000.000  9000.000   293.800   316.450     0.00929
 0.8      927.160   287.980    71.682     1.900    20.493     1.045  9000.000  9000.000   294.250   314.420     0.00825
