CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990717 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 56.450
Integrated O3 until EOF (DU)     : 45.716
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      990.550   289.280    76.000     2.240    22.614     0.208    -2.264     1.470   290.060   311.380     0.00890
 0.4      978.950   288.300    78.000     2.290    23.392     0.422    -3.060     0.934   290.050   310.910     0.00867
 0.5      967.520   287.650    75.182     2.290    23.669     0.637    -2.772    -1.191   290.370   309.930     0.00810
 0.6      956.110   286.660    79.000     2.406    25.160     0.863    -1.150    -1.636   290.350   309.910     0.00807
 0.7      944.780   285.830    83.000     2.390    25.297     1.088    -3.128    -1.827   290.490   310.250     0.00812
 0.8      933.670   285.020    86.000     2.370    25.384     1.312    -3.226    -0.208   290.640   310.340     0.00807
