CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19951028 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.947
Integrated O3 until EOF (DU)     : 236.345
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.820   289.260    54.974     2.799    28.419     0.261  9000.000  9000.000   290.520   306.050     0.00647
 0.4      973.340   288.400    58.098     2.700    27.740     0.513  9000.000  9000.000   290.630   306.380     0.00654
 0.5      961.810   287.130    60.638     2.700    28.072     0.766  9000.000  9000.000   290.330   305.690     0.00635
 0.6      950.480   286.260    64.617     2.700    28.407     1.020  9000.000  9000.000   290.430   306.130     0.00647
 0.7      939.240   285.380    67.920     2.700    28.747     1.275  9000.000  9000.000   290.520   306.330     0.00649
 0.8      928.070   284.070    73.372     2.747    29.604     1.535  9000.000  9000.000   290.170   306.060     0.00650
