CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040709 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 59.297
Integrated O3 until EOF (DU)     : 49.404
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      981.170   288.130    57.393     3.120    31.799     0.292     1.680     2.288   289.700   304.830     0.00629
 0.4      969.610   287.190    59.439     3.091    31.881     0.581     1.751     2.543   289.720   304.690     0.00620
 0.5      958.120   286.070    62.281     3.089    32.241     0.872     1.907     2.704   289.580   304.380     0.00611
 0.6      946.800   285.020    66.333     3.073    32.460     1.163     2.213     2.666   289.490   304.410     0.00614
 0.7      935.530   284.120    70.646     3.059    32.701     1.452     2.566     2.492   289.570   304.760     0.00623
 0.8      924.410   283.230    75.100     3.034    32.821     1.741     2.642     2.187   289.640   305.100     0.00631
 0.9      913.370   282.320    78.545     3.026    33.134     2.030     2.614     2.132   289.700   305.140     0.00628
