CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040410 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.300
Integrated O3 until EOF (DU)     : 202.818
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      979.170   293.840    96.957     1.550    15.830     0.142    -5.413     2.723   295.610   332.610     0.01538
 0.4      967.930   294.050    93.857     1.517    15.674     0.281    -3.932     0.610   296.790   333.640     0.01527
 0.5      956.880   293.980    93.000     1.458    15.237     0.415    -2.631    -0.364   297.690   334.590     0.01524
 0.6      945.910   293.200    95.154     1.369    14.467     0.540    -1.020    -1.529   297.880   334.360     0.01501
 0.7      935.070   292.580    98.000     1.307    13.974     0.660     0.356    -1.708   298.230   334.920     0.01505
 0.8      924.300   292.230    98.000     1.260    13.632     0.777     1.477    -1.625   298.850   335.270     0.01488
