CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050724 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.598
Integrated O3 until EOF (DU)     : 246.546
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      981.210   288.360    68.977     2.800    28.531     0.261    -7.157    -5.772   289.920   308.380     0.00768
 0.4      969.640   287.620    70.733     2.850    29.392     0.528    -5.010    -7.317   290.160   308.480     0.00759
 0.5      958.210   287.410    65.619     2.836    29.599     0.794    -3.019    -8.103   290.930   307.960     0.00703
 0.6      946.960   286.720    67.000     2.850    30.096     1.062    -2.066    -8.417   291.200   308.070     0.00694
 0.7      935.770   285.890    68.651     2.846    30.419     1.330    -1.775    -8.108   291.350   307.970     0.00681
 0.8      924.660   284.990    70.889     2.860    30.930     1.600    -1.277    -8.852   291.420   307.850     0.00671
