CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19970307 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 55.435
Integrated O3 until EOF (DU)     : 52.299
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      982.100   295.720    69.667     1.700    17.310     0.155  9000.000  9000.000   297.240   327.030     0.01240
 0.4      970.870   294.720    73.778     1.700    17.510     0.310  9000.000  9000.000   297.210   327.300     0.01248
 0.5      959.760   293.810    76.480     1.700    17.713     0.466  9000.000  9000.000   297.260   327.160     0.01236
 0.6      948.690   292.940    77.786     1.700    17.920     0.622  9000.000  9000.000   297.370   326.610     0.01204
 0.7      937.780   292.880    68.000     1.700    18.128     0.778  9000.000  9000.000   298.290   324.130     0.01061
 0.8      927.000   292.150    67.000     1.700    18.339     0.935  9000.000  9000.000   298.530   323.220     0.01010
