CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050429 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.800
Integrated O3 until EOF (DU)     : 237.548
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      974.570   291.510    73.625     2.434    24.972     0.225     2.578     7.935   293.650   318.020     0.01012
 0.4      963.270   290.610    76.905     2.430    25.226     0.450     2.462     8.854   293.730   318.140     0.01010
 0.5      952.090   289.770    80.375     2.423    25.451     0.675     2.434     9.286   293.860   318.390     0.01012
 0.6      940.930   288.760    84.574     2.410    25.613     0.900     3.355     9.031   293.810   318.350     0.01008
 0.7      929.990   287.940    87.000     2.408    25.889     1.125     3.521     9.063   293.960   318.270     0.00995
 0.8      919.030   287.210    87.216     2.374    25.835     1.348     3.801     8.483   294.210   317.800     0.00963
 0.9      908.200   286.450    86.796     2.364    26.030     1.570     5.388     8.955   294.420   317.100     0.00922
