CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19990612 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.840
Integrated O3 until EOF (DU)     : 200.762
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      977.610   291.250    79.222     2.600    26.595     0.240     0.615     2.331   293.130   318.820     0.01067
 0.4      966.280   290.840    75.100     2.659    27.518     0.487     1.082     1.788   293.700   317.780     0.00997
 0.5      954.990   289.840    81.000     2.629    27.532     0.731     1.345     1.342   293.670   318.410     0.01021
 0.6      943.860   288.910    85.375     2.586    27.401     0.972     1.646     1.136   293.710   318.630     0.01025
 0.7      932.870   288.320    82.000     2.563    27.474     1.211     1.997     1.200   294.080   317.480     0.00958
 0.8      921.880   287.650    80.400     2.580    27.986     1.453     2.510     1.569   294.390   316.690     0.00910
 0.9      911.040   287.150    76.583     2.610    28.649     1.697     2.732     1.458   294.870   315.750     0.00849
