CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20040514 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.511
Integrated O3 until EOF (DU)     : 190.250
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      982.360   290.820    51.564     2.750    27.994     0.255     1.128     4.115   292.300   308.470     0.00673
 0.4      970.940   289.780    53.864     2.693    27.740     0.505     2.122     4.401   292.230   308.270     0.00665
 0.5      959.600   288.800    57.174     2.690    28.033     0.756     3.014     4.380   292.210   308.430     0.00670
 0.6      948.320   287.900    60.300     2.692    28.387     1.007     3.503     4.279   292.280   308.670     0.00674
 0.7      937.110   286.900    62.766     2.650    28.278     1.256     3.739     4.481   292.250   308.470     0.00665
 0.8      926.130   286.020    66.451     2.631    28.408     1.504     3.454     4.602   292.350   308.800     0.00673
 0.9      915.080   285.070    68.304     2.610    28.522     1.750     3.488     4.668   292.370   308.490     0.00657
