CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19970228 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 37.998
Integrated O3 until EOF (DU)     : 78.874
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      979.570   295.610    67.158     1.400    14.292     0.128  9000.000  9000.000   297.350   325.980     0.01190
 0.4      968.420   294.570    71.405     1.470    15.182     0.262  9000.000  9000.000   297.270   326.220     0.01199
 0.5      957.270   293.650    74.000     1.433    14.973     0.393  9000.000  9000.000   297.330   326.070     0.01187
 0.6      946.240   292.590    78.000     1.400    14.795     0.522  9000.000  9000.000   297.230   326.010     0.01184
 0.7      935.330   291.470    82.125     1.400    14.968     0.652  9000.000  9000.000   297.080   325.720     0.01175
 0.8      924.450   290.680    81.241     1.400    15.144     0.781  9000.000  9000.000   297.250   324.590     0.01117
