CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19961115 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.806
Integrated O3 until EOF (DU)     : 275.751
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 4.3      606.710   272.720    11.714     3.514     57.923   12.105  9000.000  9000.000   314.440   316.580     0.00072
 4.4      599.130   272.140     3.028     3.803     63.472   12.481  9000.000  9000.000   314.900   315.560     0.00018
 4.5      591.670   271.570     7.667     3.817     64.507   12.860  9000.000  9000.000   315.350   316.750     0.00044
 4.6      584.240   270.830    32.585     2.724     46.631   13.131  9000.000  9000.000   315.630   320.840     0.00180
 4.7      576.900   269.930    33.621     2.886     50.030   13.419  9000.000  9000.000   315.710   320.820     0.00176
 4.8      569.650   269.300    29.000     3.200     56.175   13.739  9000.000  9000.000   316.120   320.420     0.00147
 4.9      562.530   269.230     6.605     3.439     61.142   14.082  9000.000  9000.000   317.170   318.300     0.00034
 5.0      555.440   269.090     8.000     3.600     64.814   14.443  9000.000  9000.000   318.150   319.500     0.00041
 5.1      548.410   268.690    10.000     3.572     65.138   14.801  9000.000  9000.000   318.840   320.460     0.00050
 5.2      541.460   268.140    10.842     3.400     62.793   15.142  9000.000  9000.000   319.340   321.050     0.00053
 5.3      534.630   267.970     5.500     3.475     64.999   15.491  9000.000  9000.000   320.300   321.270     0.00027
 5.4      527.820   267.500    11.372     3.463     65.605   15.840  9000.000  9000.000   320.900   322.670     0.00054
 5.5      521.130   266.600    13.179     3.382     64.898   16.181  9000.000  9000.000   320.980   322.900     0.00059
 5.6      514.490   265.900    14.763     3.224     62.658   16.508  9000.000  9000.000   321.310   323.370     0.00064
 5.7      507.890   265.390    25.974     2.487     48.970   16.760  9000.000  9000.000   321.880   325.280     0.00109
 5.8      501.410   264.610    35.810     1.819     36.278   16.945  9000.000  9000.000   322.110   326.520     0.00144
 5.9      494.950   263.910    39.385     1.546     31.239   17.103  9000.000  9000.000   322.450   327.110     0.00152
 6.0      488.620   263.280    36.455     2.077     42.513   17.316  9000.000  9000.000   322.860   327.070     0.00135
 6.1      482.280   262.730    39.091     1.794     37.197   17.499  9000.000  9000.000   323.390   327.770     0.00141
 6.2      476.060   261.960    42.000     1.697     35.653   17.674  9000.000  9000.000   323.630   328.130     0.00144
 6.3      469.860   261.140    35.919     2.208     46.995   17.902  9000.000  9000.000   323.830   327.540     0.00117
 6.4      463.770   260.200    33.899     2.510     54.124   18.161  9000.000  9000.000   323.860   327.190     0.00104
 6.5      457.680   259.470    31.146     2.600     56.808   18.431  9000.000  9000.000   324.170   327.140     0.00091
 6.6      451.710   258.840    17.000     2.631     58.241   18.705  9000.000  9000.000   324.600   326.290     0.00048
 6.7      445.760   258.120    22.111     2.500     56.084   18.966  9000.000  9000.000   324.920   326.970     0.00059
 6.8      439.960   257.350    19.195     2.600     59.096   19.238  9000.000  9000.000   325.160   326.910     0.00049
 6.9      434.190   256.610    19.700     2.630     60.572   19.514  9000.000  9000.000   325.440   327.170     0.00048
 7.0      428.440   255.790    27.286     2.286     53.349   19.754  9000.000  9000.000   325.640   327.830     0.00063
 7.1      422.730   254.930    30.000     2.159     51.082   19.982  9000.000  9000.000   325.790   328.060     0.00065
 7.2      417.100   254.080    33.233     2.100     50.347   20.205  9000.000  9000.000   325.940   328.310     0.00068
 7.3      411.510   253.510    31.900     2.100     51.032   20.428  9000.000  9000.000   326.460   328.690     0.00063
 7.4      405.980   252.830    44.632     1.742     42.911   20.613  9000.000  9000.000   326.850   329.740     0.00084
 7.5      400.550   252.250    45.087     1.502     37.502   20.774  9000.000  9000.000   327.350   330.200     0.00082
 7.6      395.170   251.480    45.000     1.300     32.898   20.913  9000.000  9000.000   327.610   330.330     0.00077
 7.7      389.790   250.790    46.396     1.260     32.335   21.048  9000.000  9000.000   327.990   330.680     0.00076
 7.8      384.510   249.890    48.900     1.210     31.469   21.179  9000.000  9000.000   328.080   330.760     0.00075
 7.9      379.270   248.980    52.346     1.200     31.640   21.308  9000.000  9000.000   328.170   330.860     0.00075
 8.0      374.100   248.150    54.000     1.200     32.077   21.439  9000.000  9000.000   328.360   330.990     0.00073
 8.1      368.970   247.190    55.512     1.149     31.136   21.564  9000.000  9000.000   328.380   330.930     0.00070
 8.2      363.900   246.350    54.000     1.100     30.228   21.684  9000.000  9000.000   328.550   330.920     0.00064
 8.3      358.900   245.700    49.000     1.100     30.649   21.805  9000.000  9000.000   328.980   331.090     0.00055
 8.4      353.900   245.770    33.778     1.200     33.908   21.936  9000.000  9000.000   330.390   331.990     0.00039
 8.5      349.000   245.150    33.000     1.100     31.519   22.057  9000.000  9000.000   330.870   332.390     0.00036
 8.6      344.170   244.500    28.000     1.100     31.961   22.178  9000.000  9000.000   331.310   332.620     0.00029
 8.7      339.390   243.700    28.000     1.100     32.411   22.300  9000.000  9000.000   331.540   332.800     0.00028
 8.8      334.660   242.900    28.000     1.062     31.739   22.417  9000.000  9000.000   331.770   332.990     0.00026
 8.9      329.970   242.120    25.233     1.023     31.011   22.531  9000.000  9000.000   332.040   333.140     0.00022
 9.0      325.340   241.270    22.000     1.000     30.737   22.643  9000.000  9000.000   332.210   333.180     0.00018
 9.1      320.760   240.430    21.000     1.000     31.176   22.755  9000.000  9000.000   332.390   333.310     0.00016
 9.2      316.320   239.590    21.000     1.000     31.614   22.867  9000.000  9000.000   332.540   333.430     0.00015
 9.3      311.830   238.840    19.000     0.947     30.358   22.974  9000.000  9000.000   332.850   333.670     0.00013
 9.4      307.380   237.800    18.000     0.909     29.583   23.077  9000.000  9000.000   332.760   333.540     0.00011
 9.5      302.990   237.080    19.341     0.900     29.704   23.179  9000.000  9000.000   333.120   333.910     0.00011
 9.6      298.640   236.220    21.767     0.900     30.136   23.282  9000.000  9000.000   333.280   334.090     0.00012
 9.7      294.350   235.590    22.784     0.922     31.310   23.387  9000.000  9000.000   333.760   334.570     0.00012
 9.8      290.120   234.830    22.000     1.000     34.469   23.502  9000.000  9000.000   334.070   334.860     0.00011
 9.9      285.910   234.090    22.000     0.919     32.159   23.607  9000.000  9000.000   334.410   335.170     0.00010
10.0      281.750   233.180    22.000     1.000     35.492   23.723  9000.000  9000.000   334.490   335.240     0.00009
10.1      277.640   232.360    22.000     0.998     35.939   23.838  9000.000  9000.000   334.710   335.450     0.00009
10.2      273.600   231.650    20.762     0.900     32.895   23.943  9000.000  9000.000   335.100   335.810     0.00008
10.3      269.580   230.910    20.000     0.960     35.611   24.055  9000.000  9000.000   335.430   336.120     0.00007
10.4      265.600   230.120    19.705     0.900     33.886   24.160  9000.000  9000.000   335.710   336.380     0.00006
10.5      261.680   229.440    18.000     0.900     34.393   24.266  9000.000  9000.000   336.130   336.780     0.00005
10.6      257.800   228.650    17.000     0.900     34.911   24.372  9000.000  9000.000   336.400   337.040     0.00005
10.7      253.980   228.040    15.579     0.800     31.499   24.466  9000.000  9000.000   336.940   337.560     0.00004
10.8      250.180   227.280    15.000     0.800     31.976   24.561  9000.000  9000.000   337.250   337.860     0.00004
10.9      246.430   226.340    15.000     0.700     28.406   24.644  9000.000  9000.000   337.310   337.910     0.00003
11.0      242.730   225.540    15.000     0.700     28.839   24.728  9000.000  9000.000   337.570   338.170     0.00003
11.1      239.090   224.580    15.000     0.700     29.277   24.812  9000.000  9000.000   337.580   338.180     0.00003
11.2      235.470   223.760    14.000     0.600     25.481   24.884  9000.000  9000.000   337.820   338.410     0.00003
11.3      231.900   222.800    14.000     0.600     25.874   24.957  9000.000  9000.000   337.830   338.420     0.00002
11.4      228.350   221.920    14.000     0.600     26.276   25.029  9000.000  9000.000   337.980   338.570     0.00002
11.5      224.850   221.080    14.000     0.600     26.684   25.103  9000.000  9000.000   338.190   338.780     0.00002
11.6      221.390   220.160    14.000     0.600     27.102   25.176  9000.000  9000.000   338.260   338.850     0.00002
11.7      217.970   219.250    14.792     0.521     23.891   25.240  9000.000  9000.000   338.370   338.960     0.00002
11.8      214.600   218.430    15.000     0.500     23.299   25.301  9000.000  9000.000   338.600   339.190     0.00002
11.9      211.270   217.730    15.000     0.500     23.667   25.363  9000.000  9000.000   339.020   339.610     0.00001
12.0      207.960   216.910    14.297     0.500     24.043   25.425  9000.000  9000.000   339.270   339.860     0.00001
12.1      204.700   216.150    14.000     0.500     24.426   25.488  9000.000  9000.000   339.610   340.200     0.00001
12.2      201.490   215.360    14.000     0.535     26.567   25.555  9000.000  9000.000   339.890   340.480     0.00001
12.3      198.300   214.280    14.000     0.500     25.215   25.617  9000.000  9000.000   339.730   340.330     0.00001
12.4      195.150   213.310    14.000     0.500     25.621   25.681  9000.000  9000.000   339.730   340.330     0.00001
12.5      192.050   212.590    14.000     0.500     26.034   25.744  9000.000  9000.000   340.130   340.740     0.00001
12.6      189.080   211.720    15.000     0.500     26.443   25.807  9000.000  9000.000   340.240   340.850     0.00001
12.7      186.040   211.030    16.000     0.500     26.876   25.871  9000.000  9000.000   340.720   341.330     0.00001
12.8      183.050   210.510    16.405     0.500     27.314   25.935  9000.000  9000.000   341.440   342.060     0.00001
12.9      180.090   209.410    17.000     0.500     27.763   26.000  9000.000  9000.000   341.240   341.860     0.00001
13.0      177.170   208.450    18.000     0.500     28.221   26.064  9000.000  9000.000   341.270   341.900     0.00001
13.1      174.290   207.670    18.914     0.500     28.689   26.129  9000.000  9000.000   341.580   342.210     0.00001
13.2      171.430   207.250    19.000     0.600     34.999   26.207  9000.000  9000.000   342.500   343.130     0.00001
13.3      168.630   207.000    19.000     0.700     41.511   26.298  9000.000  9000.000   343.700   344.340     0.00001
13.4      165.860   206.370    18.000     0.859     51.767   26.410  9000.000  9000.000   344.270   344.920     0.00001
13.5      163.130   206.530    18.000     1.276     78.194   26.576  9000.000  9000.000   346.160   346.820     0.00001
13.6      160.450   206.350    18.000     1.811    112.890   26.813  9000.000  9000.000   347.500   348.170     0.00001
13.7      157.820   206.660    18.000     2.108    133.560   27.087  9000.000  9000.000   349.660   350.340     0.00001
13.8      155.240   206.570    17.000     2.272    146.360   27.383  9000.000  9000.000   351.150   351.840     0.00001
13.9      152.690   206.150    16.000     2.300    150.630   27.684  9000.000  9000.000   352.100   352.800     0.00000
14.0      150.180   206.440    15.411     2.359    157.080   27.992  9000.000  9000.000   354.280   354.980     0.00000
14.1      147.720   207.370    15.000     2.300    155.700   28.290  9000.000  9000.000   357.540   358.260     0.00001
14.2      145.300   207.840    14.000     2.791    192.060   28.652  9000.000  9000.000   360.040   360.770     0.00001
14.3      142.930   207.960    12.936     2.906    203.340   29.028  9000.000  9000.000   361.940   362.680     0.00001
14.4      140.600   208.390    11.638     2.628    186.890   29.368  9000.000  9000.000   364.380   365.130     0.00001
14.5      138.310   208.690    10.581     2.216    160.230   29.653  9000.000  9000.000   366.630   367.390     0.00001
14.6      136.070   208.850     9.000     2.153    158.260   29.931  9000.000  9000.000   368.620   369.390     0.00000
14.7      133.850   208.570     8.000     2.183    163.080   30.213  9000.000  9000.000   369.840   370.620     0.00000
14.8      131.670   208.000     7.000     2.000    151.900   30.472  9000.000  9000.000   370.570   371.350     0.00000
14.9      129.530   207.660     6.000     1.929    148.890   30.722  9000.000  9000.000   371.690   372.480     0.00000
15.0      127.410   207.380     5.303     2.000    156.970   30.982  9000.000  9000.000   372.940   373.730     0.00000
15.1      125.320   206.990     5.000     1.882    150.200   31.226  9000.000  9000.000   373.990   374.790     0.00000
15.2      123.260   206.590     4.000     1.800    146.030   31.461  9000.000  9000.000   375.030   375.840     0.00000
15.3      121.240   205.970     4.000     1.805    148.880   31.697  9000.000  9000.000   375.680   376.490     0.00000
15.4      119.240   205.490     3.218     1.922    161.170   31.949  9000.000  9000.000   376.590   377.410     0.00000
15.5      117.280   205.240     3.000     2.012    171.530   32.213  9000.000  9000.000   377.900   378.730     0.00000
15.6      115.340   204.940     3.000     2.294    198.910   32.514  9000.000  9000.000   379.160   379.990     0.00000
15.7      113.430   204.760     3.000     2.376    209.450   32.827  9000.000  9000.000   380.630   381.470     0.00000
15.8      111.540   204.630     3.000     2.516    225.540   33.158  9000.000  9000.000   382.210   383.070     0.00000
15.9      109.690   204.430     2.846     2.869    261.570   33.536  9000.000  9000.000   383.660   384.530     0.00000
16.0      107.870   204.050     2.000     2.900    268.840   33.918  9000.000  9000.000   384.770   385.650     0.00000
16.1      106.080   203.850     2.000     3.002    282.970   34.315  9000.000  9000.000   386.220   387.110     0.00000
16.2      104.320   203.820     2.000     3.187    305.450   34.736  9000.000  9000.000   388.030   388.920     0.00000
16.3      102.580   204.560     2.000     3.698    360.480   35.223  9000.000  9000.000   391.290   392.200     0.00000
16.4      100.880   205.220     2.000     3.783    374.990   35.719  9000.000  9000.000   394.440   395.360     0.00000
16.5       99.218   206.060     2.000     4.118    415.060   36.257  9000.000  9000.000   397.930   398.870     0.00000
16.6       97.584   206.050     2.000     4.702    481.870   36.872  9000.000  9000.000   399.790   400.740     0.00000
16.7       95.978   205.950     2.000     5.303    552.520   37.565  9000.000  9000.000   401.500   402.460     0.00000
16.8       94.400   206.450     2.000     6.100    646.190   38.360  9000.000  9000.000   404.370   405.350     0.00000
16.9       92.854   207.050     2.000     6.690    720.470   39.230  9000.000  9000.000   407.460   408.450     0.00000
17.0       91.329   206.830     2.000     6.575    719.880   40.086  9000.000  9000.000   408.950   409.950     0.00000
17.1       89.841   206.550     1.000     7.115    791.940   41.014  9000.000  9000.000   410.320   411.330     0.00000
17.2       88.357   206.500     1.000     7.049    797.800   41.933  9000.000  9000.000   412.170   413.190     0.00000
17.3       86.907   206.300     1.000     6.904    794.370   42.834  9000.000  9000.000   413.720   414.750     0.00000
17.4       85.474   205.900     1.000     6.790    794.390   43.722  9000.000  9000.000   414.860   415.900     0.00000
17.5       84.072   205.450     1.000     6.977    829.850   44.636  9000.000  9000.000   415.910   416.960     0.00000
17.6       82.683   205.260     1.000     6.681    808.090   45.513  9000.000  9000.000   417.510   418.570     0.00000
17.7       81.308   204.980     1.000     5.522    679.150   46.238  9000.000  9000.000   418.930   420.000     0.00000
17.8       79.964   204.650     1.000     4.575    572.190   46.840  9000.000  9000.000   420.250   421.340     0.00000
17.9       78.638   204.850     0.340     4.170    530.260   47.388  9000.000  9000.000   422.670   423.770     0.00000
18.0       77.339   204.660     0.000     4.300    556.000   47.954  9000.000  9000.000   424.290   425.400     0.00000
18.1       76.058   204.410     0.000     4.576    601.660   48.557  9000.000  9000.000   425.800   426.910     0.00000
18.2       74.788   204.380     0.000     4.700    628.450   49.176  9000.000  9000.000   427.780   428.910     0.00000
18.3       73.551   204.780     0.000     5.335    725.360   49.878  9000.000  9000.000   430.650   431.790     0.00000
18.4       72.332   205.250     0.000     6.162    851.840   50.686  9000.000  9000.000   433.710   434.870     0.00000
18.5       71.136   205.260     0.000     6.975    980.460   51.601  9000.000  9000.000   435.780   436.950     0.00000
18.6       69.965   205.430     0.000     7.435   1062.700   52.576  9000.000  9000.000   438.220   439.400     0.00000
18.7       68.804   205.900     0.000     7.983   1160.200   53.619  9000.000  9000.000   441.310   442.520     0.00000
18.8       67.673   206.230     0.000     8.327   1230.400   54.707  9000.000  9000.000   444.120   445.340     0.00000
18.9       66.559   206.660     0.000     9.056   1360.700   55.887  9000.000  9000.000   447.160   448.390     0.00000
19.0       65.471   207.210     0.000     9.321   1423.700   57.098  9000.000  9000.000   450.460   451.710     0.00000
19.1       64.400   207.550     0.000     8.800   1366.500   58.240  9000.000  9000.000   453.310   454.580     0.00000
19.2       63.407   207.830     0.000     9.383   1479.800   59.455  9000.000  9000.000   455.930   457.210     0.00000
19.3       62.414   208.050     0.000     9.264   1484.400   60.654  9000.000  9000.000   458.480   459.780     0.00000
19.4       61.400   208.090     0.000     9.433   1536.400   61.875  9000.000  9000.000   460.720   462.030     0.00000
19.5       60.400   208.350     0.000     9.750   1614.200   63.135  9000.000  9000.000   463.450   464.780     0.00000
19.6       59.416   208.740     0.000    10.639   1790.500   64.507  9000.000  9000.000   466.500   467.840     0.00000
19.7       58.452   209.480     0.000    10.184   1742.300   65.816  9000.000  9000.000   470.340   471.700     0.00000
19.8       57.511   209.930     0.000    10.389   1806.400   67.149  9000.000  9000.000   473.530   474.900     0.00000
19.9       56.582   210.510     0.000    11.455   2024.400   68.614  9000.000  9000.000   477.060   478.450     0.00000
20.0       55.673   210.880     0.000    12.480   2241.600   70.207  9000.000  9000.000   480.100   481.520     0.00000
20.1       54.774   211.350     0.000    11.979   2187.000   71.733  9000.000  9000.000   483.400   484.830     0.00000
20.2       53.896   211.670     0.000    12.891   2391.800   73.373  9000.000  9000.000   486.370   487.820     0.00000
20.3       53.037   211.960     0.000    12.171   2294.900   74.920  9000.000  9000.000   489.260   490.730     0.00000
20.4       52.192   212.250     0.000    12.913   2474.200   76.558  9000.000  9000.000   492.180   493.660     0.00000
20.5       51.358   212.400     0.000    13.115   2553.700   78.220  9000.000  9000.000   494.790   496.290     0.00000
20.6       50.539   212.610     0.000    13.661   2703.100   79.951  9000.000  9000.000   497.570   499.080     0.00000
20.7       49.732   212.940     0.000    14.374   2890.300   81.768  9000.000  9000.000   500.610   502.140     0.00000
20.8       48.939   213.240     0.000    13.692   2797.800   83.497  9000.000  9000.000   503.620   505.160     0.00000
20.9       48.162   213.510     0.000    13.906   2887.400   85.251  9000.000  9000.000   506.560   508.120     0.00000
21.0       47.400   214.250     0.000    14.300   3016.900   87.048  9000.000  9000.000   510.640   512.220     0.00000
21.1       46.654   214.820     0.000    14.022   3005.500   88.806  9000.000  9000.000   514.310   515.920     0.00000
21.2       45.918   214.680     0.000    14.965   3259.100   90.683  9000.000  9000.000   516.320   517.940     0.00000
21.3       45.193   214.500     0.000    14.310   3166.300   92.479  9000.000  9000.000   518.230   519.860     0.00000
21.4       44.479   214.650     0.000    15.257   3430.200   94.393  9000.000  9000.000   520.940   522.600     0.00000
21.5       43.772   214.450     0.000    14.028   3204.700   96.154  9000.000  9000.000   522.840   524.500     0.00000
21.6       43.086   214.450     0.000    14.125   3278.200   97.928  9000.000  9000.000   525.190   526.870     0.00000
21.7       42.403   214.300     0.000    14.754   3479.500   99.782  9000.000  9000.000   527.230   528.920     0.00000
21.8       41.733   214.150     0.000    14.211   3405.200  101.569  9000.000  9000.000   529.250   530.960     0.00000
21.9       41.074   213.920     0.000    14.346   3492.700  103.374  9000.000  9000.000   531.090   532.820     0.00000
22.0       40.421   213.550     0.000    14.218   3517.500  105.167  9000.000  9000.000   532.590   534.340     0.00000
22.1       39.777   213.630     0.000    14.362   3610.500  106.977  9000.000  9000.000   535.250   537.000     0.00000
22.2       39.150   213.570     0.000    13.963   3566.400  108.737  9000.000  9000.000   537.520   539.300     0.00000
22.3       38.528   214.290     0.000    14.515   3767.300  110.561  9000.000  9000.000   541.800   543.600     0.00000
22.4       37.918   215.230     0.000    13.100   3454.800  112.200  9000.000  9000.000   546.640   548.460     0.00000
22.5       37.324   215.510     0.000    14.976   4012.600  114.071  9000.000  9000.000   549.820   551.660     0.00000
22.6       36.737   215.550     0.000    14.946   4068.500  115.938  9000.000  9000.000   552.420   554.270     0.00000
22.7       36.158   215.720     0.000    14.513   4013.800  117.750  9000.000  9000.000   555.360   557.240     0.00000
22.8       35.593   215.930     0.000    14.814   4162.100  119.597  9000.000  9000.000   558.400   560.300     0.00000
22.9       35.033   216.350     0.000    15.533   4433.900  121.530  9000.000  9000.000   562.020   563.940     0.00000
23.0       34.485   216.450     0.000    15.385   4461.400  123.444  9000.000  9000.000   564.800   566.740     0.00000
23.1       33.946   216.430     0.000    15.068   4438.700  125.319  9000.000  9000.000   567.300   569.250     0.00000
23.2       33.412   216.490     0.000    14.360   4297.900  127.105  9000.000  9000.000   570.030   572.010     0.00000
23.3       32.891   216.830     0.000    15.081   4585.100  128.978  9000.000  9000.000   573.480   575.470     0.00000
23.4       32.375   217.480     0.000    14.692   4538.000  130.797  9000.000  9000.000   577.800   579.820     0.00000
23.5       31.875   217.960     0.000    14.288   4482.400  132.562  9000.000  9000.000   581.650   583.690     0.00000
23.6       31.379   218.130     0.000    15.221   4850.700  134.441  9000.000  9000.000   584.700   586.760     0.00000
23.7       30.889   218.260     0.000    14.983   4850.600  136.289  9000.000  9000.000   587.680   589.760     0.00000
23.8       30.410   218.990     0.000    14.756   4852.300  138.103  9000.000  9000.000   592.290   594.400     0.00000
23.9       29.941   219.800     0.000    15.000   5009.900  139.941  9000.000  9000.000   597.110   599.250     0.00000
24.0       29.480   219.810     0.000    15.332   5200.900  141.819  9000.000  9000.000   599.770   601.920     0.00000
24.1       29.025   219.690     0.000    14.918   5139.600  143.648  9000.000  9000.000   602.110   604.280     0.00000
24.2       28.578   219.440     0.000    16.350   5721.200  145.654  9000.000  9000.000   604.100   606.290     0.00000
24.3       28.135   219.360     0.000    15.383   5467.500  147.542  9000.000  9000.000   606.570   608.780     0.00000
24.4       27.700   219.450     0.000    14.600   5270.800  149.333  9000.000  9000.000   609.510   611.730     0.00000
24.5       27.273   219.310     0.000    14.546   5333.600  151.119  9000.000  9000.000   611.820   614.060     0.00000
24.6       26.851   219.170     0.000    15.197   5659.900  152.986  9000.000  9000.000   614.150   616.410     0.00000
24.7       26.434   219.110     0.000    14.112   5338.700  154.721  9000.000  9000.000   616.720   619.000     0.00000
24.8       26.026   218.890     0.000    14.265   5481.100  156.476  9000.000  9000.000   618.850   621.150     0.00000
24.9       25.624   218.570     0.000    14.416   5626.000  158.251  9000.000  9000.000   620.700   623.010     0.00000
25.0       25.225   218.450     0.000    14.700   5827.600  160.063  9000.000  9000.000   623.130   625.460     0.00000
25.1       24.833   218.320     0.000    14.358   5781.900  161.834  9000.000  9000.000   625.560   627.910     0.00000
