CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19951014 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.390
Integrated O3 until EOF (DU)     : 223.442
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.230   290.170    78.943     3.203    32.509     0.297  9000.000  9000.000   291.400   315.030     0.00984
 0.4      973.660   289.010    80.633     3.200    32.866     0.595  9000.000  9000.000   291.210   313.950     0.00944
 0.5      962.410   287.990    83.289     3.100    32.211     0.885  9000.000  9000.000   291.150   313.470     0.00923
 0.6      951.030   287.930    83.000     2.922    30.722     1.158  9000.000  9000.000   292.080   314.580     0.00927
 0.7      939.950   288.170    79.000     2.700    28.725     1.411  9000.000  9000.000   293.300   315.390     0.00907
 0.8      928.890   287.170    83.603     2.500    26.914     1.645  9000.000  9000.000   293.270   315.500     0.00910
