CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19960113 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.848
Integrated O3 until EOF (DU)     : 224.220
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2      999.100   294.750    58.000     0.700     7.006     0.064  9000.000  9000.000   294.830   317.650     0.00954
 0.3      987.620   293.880    64.417     0.658     6.666     0.124  9000.000  9000.000   294.930   319.300     0.01016
 0.4      976.310   292.620    69.000     0.700     7.170     0.189  9000.000  9000.000   294.630   319.090     0.01016
 0.5      964.970   292.000    60.762     0.800     8.290     0.262  9000.000  9000.000   294.980   316.010     0.00870
 0.6      953.810   291.080    70.000     1.014    10.634     0.356  9000.000  9000.000   295.030   318.220     0.00957
 0.7      942.740   290.290    74.527     1.047    11.109     0.453  9000.000  9000.000   295.200   319.030     0.00979
 0.8      931.780   289.430    81.327     1.000    10.732     0.546  9000.000  9000.000   295.310   320.290     0.01023
 0.9      920.880   288.720    84.308     0.900     9.773     0.630  9000.000  9000.000   295.580   320.690     0.01025
